"event","experiment time","system time","system time text"
"START",0.000000000E0,1686772702.059,"2023-06-14 21:58:22.059 UTC+02:00"
"PAUSE",3.896975545E1,1686772741.028,"2023-06-14 21:59:01.028 UTC+02:00"
