"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.767844400E-2,-1.847865991E-2,-6.146826968E-2,-3.306305781E-2
2.243271400E-2,-8.628465235E-2,-5.879573524E-3,-2.878700197E-2
2.718698500E-2,-1.522580534E-1,4.909825698E-2,-2.145662531E-2
3.194125600E-2,-2.115119249E-1,1.004109010E-1,-1.412624773E-2
3.669557900E-2,-2.591593862E-1,1.456148922E-1,-8.017600514E-3
4.144985000E-2,-2.927569449E-1,1.810450554E-1,-3.741546767E-3
4.620412100E-2,-3.116937578E-1,2.060905099E-1,-2.519817324E-3
5.095839100E-2,-3.171915412E-1,2.183077931E-1,-3.130682046E-3
5.571266200E-2,-3.074176908E-1,2.207512558E-1,-5.574141163E-3
6.046698500E-2,-2.829830945E-1,2.152534723E-1,-8.017600514E-3
6.522125600E-2,-2.444986254E-1,2.042579055E-1,-1.107192412E-2
6.997552700E-2,-1.950185746E-1,1.865428388E-1,-1.107192412E-2
7.472979800E-2,-1.394298822E-1,1.639408320E-1,-9.239329956E-3
7.948412100E-2,-8.200860023E-2,1.358410567E-1,-6.185005885E-3
8.423839100E-2,-2.825249545E-2,1.034652218E-1,-1.908952487E-3
8.899266200E-2,2.183841541E-2,6.436987966E-2,4.810560029E-3
9.374693300E-2,6.582067907E-2,2.222020552E-2,1.336266659E-2
9.850125600E-2,1.024725661E-1,-1.992946304E-2,2.435823344E-2
1.032555270E-1,1.317940801E-1,-5.780307949E-2,3.535379842E-2
1.080097980E-1,1.537852138E-1,-8.956804872E-2,4.757109284E-2
1.127640690E-1,1.702785641E-1,-1.188895553E-1,5.734493211E-2
1.175183910E-1,1.788306683E-1,-1.421024203E-1,6.162098423E-2
1.222726620E-1,1.800523996E-1,-1.567631811E-1,6.406444311E-2
1.270269330E-1,1.757763475E-1,-1.592066288E-1,6.345357746E-2
1.317812040E-1,1.653916389E-1,-1.512653977E-1,6.284271181E-2
1.365354750E-1,1.495091617E-1,-1.317177117E-1,6.345357746E-2
1.412897980E-1,1.287397593E-1,-1.042288020E-1,6.467530876E-2
1.460440690E-1,1.036942974E-1,-7.124210149E-2,6.650790572E-2
1.507983390E-1,7.437278330E-2,-3.703367710E-2,6.711876392E-2
1.555526100E-1,3.772090003E-2,-1.137735695E-2,7.017309219E-2
1.603069330E-1,-3.817904973E-3,1.488982886E-2,7.628174126E-2
1.650612040E-1,-3.863719851E-2,4.970912263E-2,7.567087561E-2
1.698154750E-1,-6.551524997E-2,7.780890167E-2,7.383827865E-2
1.745697460E-1,-8.323032409E-2,1.059086844E-1,7.444914430E-2
1.793240160E-1,-8.994983882E-2,1.401171088E-1,7.628174126E-2
1.840783390E-1,-8.811724186E-2,1.737146676E-1,7.444914430E-2
1.888326100E-1,-8.567378670E-2,1.975383908E-1,6.772962958E-2
1.935868810E-1,-8.689551800E-2,2.134208828E-1,5.551233515E-2
1.983412040E-1,-8.811724186E-2,2.238055766E-1,3.962985426E-2
2.030954750E-1,-9.239330143E-2,2.335794270E-1,2.313650399E-2
2.078497460E-1,-9.361502528E-2,2.531270981E-1,1.030834299E-2
2.126040160E-1,-9.544762224E-2,2.842811942E-1,3.588830587E-3
2.173583390E-1,-9.483675659E-2,3.233765364E-1,4.810560029E-3
2.221126100E-1,-9.605848789E-2,3.722457290E-1,7.254019380E-3
2.268668810E-1,-9.483675659E-2,4.241692424E-1,1.091920771E-2
2.316211520E-1,-9.361502528E-2,4.748710096E-1,1.214093715E-2
2.363754750E-1,-8.933897316E-2,5.231293440E-1,7.254019380E-3
2.411297460E-1,-8.323032409E-2,5.713876486E-1,-4.963276442E-3
2.458840160E-1,-8.445205539E-2,6.422479749E-1,-1.840230078E-2
2.506382870E-1,-9.544762224E-2,7.314342260E-1,-3.672824427E-2
2.553926100E-1,-1.156061590E-1,8.371137977E-1,-6.299543381E-2
2.601468810E-1,-1.363755614E-1,9.317978621E-1,-8.987347782E-2
2.649011520E-1,-1.528689116E-1,1.008766770E0,-1.118646115E-1
2.696554230E-1,-1.626427472E-1,1.072296739E0,-1.283579618E-1
2.744097460E-1,-1.663079411E-1,1.119944215E0,-1.411861181E-1
2.791640160E-1,-1.693622619E-1,1.158428669E0,-1.540142894E-1
2.839182870E-1,-1.687513888E-1,1.180419803E0,-1.717293561E-1
2.886726100E-1,-1.626427472E-1,1.184085011E0,-1.949422210E-1
2.934268810E-1,-1.608101577E-1,1.203632712E0,-2.260963321E-1
2.981811520E-1,-1.650862098E-1,1.212184787E0,-2.694677114E-1
3.029354230E-1,-1.748600453E-1,1.210963011E0,-3.195586503E-1
3.076897460E-1,-1.870773435E-1,1.203632712E0,-3.714821339E-1
3.124440160E-1,-1.901316643E-1,1.180419803E0,-4.246273935E-1
3.171982870E-1,-1.828012913E-1,1.153541803E0,-4.771617651E-1
3.219525580E-1,-1.650862098E-1,1.129718065E0,-5.296961069E-1
3.267068810E-1,-1.412624866E-1,1.102839947E0,-5.834522247E-1
3.314611520E-1,-1.131627038E-1,1.060079455E0,-6.365974545E-1
3.362154230E-1,-7.895427197E-2,9.977712631E-1,-6.854666471E-1
3.409696940E-1,-3.619373962E-2,9.287435412E-1,-7.270054221E-1
3.457240160E-1,1.084284950E-2,8.481093645E-1,-7.575486898E-1
3.504782870E-1,6.765327603E-2,7.253255844E-1,-7.722094655E-1
3.552325580E-1,1.464548260E-1,5.939896107E-1,-7.789289355E-1
3.599868810E-1,2.503018379E-1,4.553233385E-1,-7.862593532E-1
3.647411520E-1,3.730856776E-1,3.032180071E-1,-7.960331440E-1
3.694954230E-1,5.093085170E-1,1.486692131E-1,-8.119156361E-1
3.742496940E-1,6.534726024E-1,-4.657844082E-3,-8.308524489E-1
3.790040160E-1,7.951932549E-1,-1.640935540E-1,-8.485675454E-1
3.837582870E-1,9.259182811E-1,-3.278053105E-1,-8.656717539E-1
3.885125580E-1,1.037095666E0,-4.799106419E-1,-8.876628876E-1
3.932668810E-1,1.125671029E0,-6.387354732E-1,-9.090431333E-1
3.980211520E-1,1.187368393E0,-8.091667295E-1,-9.298125505E-1
4.027754230E-1,1.220355153E0,-9.789871573E-1,-9.560797215E-1
4.075297460E-1,1.227685452E0,-1.140866280E0,-9.866229892E-1
4.122840160E-1,1.217911601E0,-1.286862969E0,-1.018387914E0
4.170382870E-1,1.190422773E0,-1.410868526E0,-1.051985502E0
4.217925580E-1,1.151938200E0,-1.506163478E0,-1.080085278E0
4.265468810E-1,1.104901671E0,-1.570304275E0,-1.100243807E0
