"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.235024452E-3,5.322963515E1,1.040392128E1,3.330732423E1,0.000000000E0,3.561841421E2,1.628144546E1,1.628144546E1
1.208504307E1,5.322926927E1,1.040378819E1,3.903207779E1,-1.000000000E0,-1.000000000E0,4.797719845E1,4.797719845E1
1.829526198E1,5.322940348E1,1.040388699E1,3.560079765E1,-1.000000000E0,-1.000000000E0,5.500000000E1,5.500000000E1
2.098909247E1,5.322967065E1,1.040391175E1,3.318043519E1,1.984131634E-1,3.015520368E2,5.014054710E1,5.014054710E1
2.198908281E1,5.322967484E1,1.040388001E1,3.321594864E1,3.243210316E-1,2.935927822E2,5.113789765E1,5.113789765E1
2.298907363E1,5.322967153E1,1.040386123E1,3.323930658E1,3.243210316E-1,2.863409745E2,5.072439061E1,5.072439061E1
2.398906398E1,5.322966587E1,1.040387301E1,3.325590412E1,3.243210316E-1,2.839541436E2,4.976639294E1,4.976639294E1
2.498905396E1,5.322966548E1,1.040387578E1,3.326309299E1,2.912363410E-1,2.836095227E2,4.863223211E1,4.863223211E1
2.598904467E1,5.322967697E1,1.040387853E1,3.326872896E1,3.186021149E-1,3.041290883E2,4.738351634E1,4.738351634E1
2.698862004E1,5.322967857E1,1.040388464E1,3.327132253E1,3.186021149E-1,3.022863905E2,4.606466254E1,4.606466254E1
2.798838341E1,5.322966257E1,1.040390073E1,3.327118988E1,1.961389780E-1,2.734875507E2,4.392641025E1,4.392641025E1
2.898837388E1,5.322966436E1,1.040394342E1,3.326857447E1,2.524010278E-2,3.403767323E2,4.220362614E1,4.220362614E1
2.998918402E1,5.322967123E1,1.040394862E1,3.325844513E1,8.460070938E-2,2.884641729E2,4.007056039E1,4.007056039E1
3.098922336E1,5.322969125E1,1.040397221E1,3.325028780E1,1.479474604E-1,3.473941804E2,3.742507763E1,3.742507763E1
3.198921454E1,5.322970041E1,1.040396584E1,3.323866012E1,1.479474604E-1,3.089136751E2,3.468381136E1,3.468381136E1
3.298887372E1,5.322970608E1,1.040394965E1,3.323049204E1,3.183763027E-1,3.327664198E2,3.091552726E1,3.091552726E1
3.398856127E1,5.322970608E1,1.040394965E1,3.323049211E1,3.183763027E-1,-1.000000000E0,3.091552726E1,3.091552726E1
3.498855221E1,5.322971080E1,1.040393504E1,3.322735498E1,3.183763027E-1,-1.000000000E0,2.743627162E1,2.743627162E1
3.598856139E1,5.322971848E1,1.040393404E1,3.322872909E1,3.940475881E-1,-1.000000000E0,2.576335542E1,2.576335542E1
3.698900497E1,5.322971199E1,1.040394457E1,3.322895620E1,3.940475881E-1,-1.000000000E0,2.498699216E1,2.498699216E1
3.798899531E1,5.322970809E1,1.040396379E1,3.322893147E1,3.182254732E-1,-1.000000000E0,2.413026428E1,2.413026428E1
3.898891640E1,5.322969692E1,1.040397219E1,3.322837121E1,1.158976331E-1,-1.000000000E0,2.224007268E1,2.224007268E1
3.998907602E1,5.322970012E1,1.040396644E1,3.322391988E1,3.787114620E-1,-1.000000000E0,2.026386057E1,2.026386057E1
4.098906684E1,5.322970849E1,1.040395761E1,3.321846859E1,5.176962018E-1,3.182746059E2,1.873750719E1,1.873750719E1
4.198905742E1,5.322971965E1,1.040395530E1,3.321016421E1,4.902583957E-1,3.520372894E2,1.599176143E1,1.599176143E1
4.298904729E1,5.322971528E1,1.040395632E1,3.321016419E1,0.000000000E0,3.520372902E2,1.497123258E1,1.497123258E1
4.398903883E1,5.322972867E1,1.040394902E1,3.320968999E1,7.151357532E-1,2.225500912E1,1.289173317E1,1.289173317E1
4.498902869E1,5.322972487E1,1.040394205E1,3.321878858E1,7.555742264E-1,1.484091425E1,1.226498344E1,1.226498344E1
4.598901916E1,5.322972313E1,1.040394392E1,3.322501557E1,7.466176748E-1,8.535965453E0,1.852468147E1,1.852468147E1
