"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.458364487E-1,5.322480261E1,1.039392588E1,2.494825818E1,1.360869661E1,1.827534539E2,5.506954517E0,5.506954517E0
1.545834303E0,5.322469385E1,1.039389393E1,2.519995165E1,1.284490297E1,1.884911499E2,5.530379956E0,5.530379956E0
2.545829773E0,5.322458584E1,1.039383783E1,2.539258004E1,1.227051669E1,1.937241137E2,5.626197390E0,5.626197390E0
3.545847058E0,5.322448864E1,1.039374679E1,2.507253486E1,1.171268723E1,2.022334075E2,5.669856580E0,5.669856580E0
4.545521975E0,5.322439470E1,1.039357834E1,2.596509701E1,1.327495633E1,2.174413881E2,5.960486080E0,5.960486080E0
5.545843840E0,5.322431144E1,1.039337835E1,2.599080653E1,1.404844439E1,2.250268616E2,5.852809149E0,5.852809149E0
6.545862556E0,5.322423224E1,1.039318600E1,2.596658630E1,1.439109981E1,2.334923248E2,5.755850168E0,5.755850168E0
7.545880795E0,5.322415798E1,1.039300193E1,2.494894002E1,1.447166958E1,2.326052551E2,5.623283075E0,5.623283075E0
8.545897126E0,5.322408227E1,1.039281066E1,2.389210302E1,1.468554408E1,2.330629272E2,5.459031143E0,5.459031143E0
9.545912981E0,5.322400342E1,1.039263625E1,2.184411210E1,1.452665465E1,2.330629272E2,5.452332494E0,5.452332494E0
1.054592752E1,5.322392383E1,1.039246628E1,2.311313257E1,1.432741006E1,2.330629272E2,5.543516386E0,5.543516386E0
1.154594183E1,5.322384682E1,1.039229977E1,2.643786494E1,1.416749398E1,2.337380371E2,5.570375128E0,5.570375128E0
1.254595578E1,5.322377353E1,1.039213986E1,2.545794064E1,1.383195494E1,2.337380371E2,5.602914117E0,5.602914117E0
1.354596770E1,5.322369918E1,1.039197065E1,2.394378045E1,1.385138815E1,2.337380371E2,5.684445942E0,5.684445942E0
1.454597962E1,5.322362029E1,1.039180235E1,2.458105144E1,1.388834864E1,2.339920959E2,5.878452802E0,5.878452802E0
1.554599130E1,5.322354166E1,1.039163801E1,2.231525831E1,1.387335033E1,2.347668762E2,6.007870280E0,6.007870280E0
1.654600132E1,5.322346687E1,1.039144584E1,2.463823111E1,1.439163557E1,2.354450378E2,5.538639905E0,5.538639905E0
1.754601204E1,5.322338973E1,1.039125912E1,2.538406297E1,1.466165722E1,2.360095215E2,5.301348724E0,5.301348724E0
1.854602182E1,5.322331810E1,1.039108127E1,2.457917778E1,1.445951766E1,2.360095215E2,5.218235918E0,5.218235918E0
1.954603171E1,5.322324626E1,1.039089564E1,2.548972358E1,1.451171938E1,2.366414337E2,5.180763503E0,5.180763503E0
2.054604065E1,5.322317593E1,1.039071457E1,2.578732249E1,1.442349559E1,2.372210541E2,5.152213373E0,5.152213373E0
2.154604828E1,5.322310837E1,1.039054040E1,2.587099660E1,1.412273256E1,2.372210541E2,5.133561242E0,5.133561242E0
2.254605627E1,5.322303417E1,1.039035380E1,2.795601570E1,1.432968392E1,2.372210541E2,5.120655548E0,5.120655548E0
2.354606414E1,5.322296543E1,1.039017654E1,2.687584711E1,1.427461078E1,2.372210541E2,5.083088794E0,5.083088794E0
2.454607093E1,5.322289212E1,1.038998685E1,2.856367886E1,1.447443241E1,2.372210541E2,5.074733541E0,5.074733541E0
2.554607821E1,5.322282327E1,1.038980485E1,2.883301804E1,1.444546986E1,2.372210541E2,5.076665291E0,5.076665291E0
2.654608500E1,5.322275336E1,1.038962888E1,2.919499427E1,1.432730136E1,2.375166626E2,5.063371952E0,5.063371952E0
2.754609108E1,5.322268408E1,1.038945319E1,2.997151917E1,1.422948163E1,2.377751923E2,5.053511641E0,5.053511641E0
2.854609740E1,5.322261595E1,1.038927303E1,2.968376021E1,1.424845454E1,2.377751923E2,5.056519095E0,5.056519095E0
2.954610300E1,5.322254359E1,1.038909460E1,3.049402175E1,1.422780998E1,2.369768677E2,5.040324873E0,5.040324873E0
3.054611015E1,5.322247620E1,1.038891545E1,3.105606795E1,1.411414275E1,2.376505280E2,5.016828816E0,5.016828816E0
3.154611361E1,5.322240690E1,1.038873467E1,3.149226122E1,1.406962047E1,2.376505280E2,5.049295192E0,5.049295192E0
3.254611921E1,5.322233934E1,1.038855480E1,3.220916048E1,1.412340189E1,2.377848053E2,5.037789936E0,5.037789936E0
3.354612517E1,5.322226976E1,1.038837006E1,3.065473816E1,1.435547548E1,2.371798248E2,5.055517227E0,5.055517227E0
3.454612887E1,5.322220054E1,1.038819172E1,3.241547280E1,1.423964443E1,2.373053894E2,5.079795625E0,5.079795625E0
