"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.603603363E-2,5.325100803E1,1.043060065E1,3.222712708E1,-1.000000000E0,-1.000000000E0,6.898566548E0,6.898566548E0
6.082538009E0,5.325100803E1,1.043060065E1,3.222712708E1,-1.000000000E0,-1.000000000E0,6.898566548E0,6.898566548E0
6.645628929E0,5.325100803E1,1.043060065E1,3.173321152E1,-1.000000000E0,-1.000000000E0,6.898566548E0,6.898566548E0
6.783272028E0,5.325100803E1,1.043060065E1,3.157542610E1,-1.000000000E0,-1.000000000E0,6.898566548E0,6.898566548E0
7.137555242E0,5.325097599E1,1.043039745E1,3.153341031E1,7.339075208E-1,2.662478645E2,1.750150197E1,1.750150197E1
8.087364197E0,5.325097544E1,1.043036503E1,3.156579117E1,2.763296366E0,2.757677161E2,1.242588346E1,1.242588346E1
9.037825227E0,5.325096090E1,1.043030453E1,3.150576956E1,2.898815870E0,2.733972028E2,9.625859236E0,9.625859236E0
1.003871489E1,5.325096567E1,1.043025331E1,3.144614854E1,2.898815870E0,2.756220096E2,9.011335333E0,9.011335333E0
1.103992283E1,5.325097740E1,1.043019767E1,3.142799581E1,3.145116091E0,2.859754380E2,1.678390625E1,1.678390625E1
1.204074013E1,5.325097479E1,1.043014420E1,3.136774825E1,3.145116091E0,2.779949126E2,8.195986410E0,8.195986410E0
1.304151082E1,5.325097131E1,1.043009948E1,3.134532588E1,2.985080957E0,2.755555895E2,7.959998589E0,7.959998589E0
1.404223204E1,5.325096637E1,1.043004390E1,3.144381186E1,3.491186857E0,2.756455414E2,7.504121554E0,7.504121554E0
1.504289079E1,5.325096279E1,1.042999673E1,3.139475989E1,3.142733574E0,2.766613824E2,7.465407732E0,7.465407732E0
1.604350936E1,5.325095669E1,1.042994651E1,3.160917683E1,3.150279522E0,2.755882596E2,1.306334024E1,1.306334024E1
1.704377711E1,5.325094778E1,1.042988746E1,3.138454632E1,3.508924484E0,2.770177674E2,7.393827592E0,7.393827592E0
1.804427302E1,5.325095428E1,1.042983731E1,3.148224317E1,3.508924484E0,2.824011994E2,6.773370391E0,6.773370391E0
1.904475653E1,5.325096120E1,1.042978169E1,3.159021212E1,3.508924484E0,2.874449313E2,1.348471553E1,1.348471553E1
2.004523349E1,5.325095406E1,1.042971746E1,3.170787455E1,3.815486908E0,2.698074616E2,8.506773022E0,8.506773022E0
2.104567313E1,5.325094725E1,1.042966806E1,3.131832930E1,3.388457775E0,2.649054491E2,8.186863012E0,8.186863012E0
2.204608738E1,5.325094626E1,1.042960500E1,3.084075823E1,3.926578283E0,2.683308905E2,6.187099629E0,6.187099629E0
2.304647124E1,5.325095684E1,1.042953967E1,3.068321312E1,3.926578283E0,2.783085422E2,8.873461469E0,8.873461469E0
2.404682469E1,5.325094570E1,1.042950361E1,3.089065722E1,3.847556102E0,2.708306605E2,5.162130573E0,5.162130573E0
2.504716051E1,5.325095045E1,1.042945334E1,3.064830923E1,3.300968070E0,2.774549616E2,5.143388519E0,5.143388519E0
2.604747164E1,5.325095398E1,1.042940207E1,3.032451991E1,3.279967261E0,2.767115684E2,5.155549002E0,5.155549002E0
2.704776466E1,5.325095908E1,1.042935485E1,3.031913763E1,3.100646042E0,2.756116272E2,5.151580090E0,5.151580090E0
2.804803824E1,5.325096925E1,1.042930273E1,3.027428226E1,3.228985489E0,2.800777628E2,5.139348558E0,5.139348558E0
2.904829550E1,5.325097046E1,1.042923764E1,3.021816443E1,3.581107719E0,2.726314844E2,5.117511772E0,5.117511772E0
3.004853535E1,5.325098270E1,1.042917843E1,2.970207191E1,3.589239758E0,2.789820240E2,5.109665988E0,5.109665988E0
3.104876053E1,5.325096447E1,1.042911991E1,2.862160516E1,3.831396280E0,2.517046777E2,5.046982932E0,5.046982932E0
3.204897118E1,5.325097641E1,1.042904869E1,2.908478926E1,4.191217204E0,2.601553203E2,5.022292431E0,5.022292431E0
3.304916763E1,5.325098771E1,1.042900987E1,2.897558315E1,3.614604187E0,2.679349701E2,4.995534748E0,4.995534748E0
3.404935241E1,5.325100728E1,1.042895996E1,2.876545978E1,3.575175028E0,2.840649582E2,4.987150213E0,4.987150213E0
3.504952371E1,5.325099876E1,1.042890582E1,2.873120284E1,3.483792423E0,2.711788461E2,4.977253398E0,4.977253398E0
3.604968405E1,5.325098453E1,1.042886893E1,2.897016780E1,3.141220128E0,2.505152154E2,4.967611625E0,4.967611625E0
3.704983592E1,5.325099243E1,1.042881348E1,2.948498905E1,3.410560091E0,2.640537742E2,4.937905133E0,4.937905133E0
3.804997659E1,5.325103034E1,1.042878109E1,2.972855831E1,3.356888090E0,3.043161247E2,4.909503362E0,4.909503362E0
3.905010772E1,5.325104458E1,1.042873343E1,2.935310098E1,3.611284685E0,3.124710949E2,4.884284622E0,4.884284622E0
4.005023170E1,5.325104182E1,1.042867817E1,2.954870976E1,3.588253051E0,2.943335875E2,4.875917381E0,4.875917381E0
4.105034602E1,5.325103275E1,1.042861978E1,2.910585136E1,3.694388825E0,2.716004404E2,4.873916434E0,4.873916434E0
4.205045319E1,5.325102657E1,1.042856644E1,2.888581019E1,3.834542019E0,2.591143954E2,4.852330525E0,4.852330525E0
4.305055404E1,5.325103018E1,1.042850715E1,2.945322909E1,3.989718159E0,2.597121547E2,4.844718779E0,4.844718779E0
4.405064714E1,5.325102832E1,1.042844836E1,2.877169532E1,4.033989656E0,2.585065494E2,4.840342824E0,4.840342824E0
4.505073440E1,5.325103373E1,1.042841420E1,2.832223714E1,3.334952380E0,2.598933956E2,4.837223434E0,4.837223434E0
4.605081666E1,5.325103199E1,1.042835126E1,2.807486229E1,3.761318477E0,2.606206099E2,4.844187833E0,4.844187833E0
4.705089283E1,5.325102668E1,1.042829782E1,2.866694428E1,3.754997737E0,2.593147051E2,4.839604281E0,4.839604281E0
4.805096364E1,5.325102091E1,1.042825900E1,2.883463340E1,3.262957554E0,2.566084770E2,4.840595201E0,4.840595201E0
4.905102944E1,5.325103973E1,1.042818572E1,2.917986830E1,3.872960601E0,2.804705613E2,4.834225665E0,4.834225665E0
5.005109084E1,5.325103309E1,1.042813864E1,2.835590753E1,3.670432706E0,2.775811514E2,4.830974201E0,4.830974201E0
5.105114925E1,5.325103808E1,1.042809167E1,2.769764862E1,3.563321000E0,2.825441085E2,4.834976309E0,4.834976309E0
5.205120254E1,5.325104662E1,1.042803783E1,2.797479110E1,3.760912711E0,2.879552048E2,4.836013360E0,4.836013360E0
5.305125105E1,5.325105520E1,1.042800521E1,2.816720075E1,3.110148989E0,2.910625059E2,4.843917323E0,4.843917323E0
5.405129755E1,5.325104660E1,1.042796463E1,2.877489492E1,2.586436577E0,2.758096957E2,4.841311951E0,4.841311951E0
5.505134058E1,5.325104460E1,1.042790099E1,2.842881548E1,3.122736392E0,2.719164969E2,4.843563228E0,4.843563228E0
5.605138040E1,5.325101825E1,1.042784106E1,2.907021276E1,3.651001696E0,2.518526314E2,4.833351985E0,4.833351985E0
5.705141664E1,5.325099091E1,1.042781553E1,2.788439526E1,3.639479953E0,2.337703700E2,4.832795217E0,4.832795217E0
5.805145097E1,5.325099417E1,1.042780259E1,2.780994391E1,2.377904427E0,2.364746524E2,4.832853295E0,4.832853295E0
5.905148327E1,5.325102990E1,1.042779211E1,2.796354844E1,1.240623538E0,3.161443065E2,4.828117624E0,4.828117624E0
