"event","experiment time","system time","system time text"
"START",0.000000000E0,1686656412.717,"2023-06-13 13:40:12.717 UTC+02:00"
"PAUSE",5.330529394E1,1686656466.022,"2023-06-13 13:41:06.022 UTC+02:00"
