"event","experiment time","system time","system time text"
"START",0.000000000E0,1686222013.206,"2023-06-08 13:00:13.206 UTC+02:00"
"PAUSE",3.357217270E1,1686222046.778,"2023-06-08 13:00:46.778 UTC+02:00"
