"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653725.880,"2023-06-13 12:55:25.880 UTC+02:00"
"PAUSE",2.886979794E1,1686653754.750,"2023-06-13 12:55:54.750 UTC+02:00"
