"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685518283598166E9,"2023-05-31 09:31:23.598 UTC+02:00"
"PAUSE",1.872871906250075E2,1.685518470873027E9,"2023-05-31 09:34:30.873 UTC+02:00"
