"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.250504494E-2,5.324943213E1,1.042432545E1,2.598423958E1,-1.000000000E0,-1.000000000E0,2.442446305E2,2.442446305E2
4.184509516E-1,5.324922066E1,1.042454611E1,2.902388000E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.594595671E0,5.324928763E1,1.042447092E1,2.899544818E1,1.593188643E0,1.520562521E2,2.469285061E1,2.469285061E1
2.594589829E0,5.324933705E1,1.042441871E1,2.722945560E1,1.593188643E0,1.533851976E2,1.771503999E1,1.771503999E1
3.544585109E0,5.324930517E1,1.042440400E1,2.687220498E1,7.143835425E-1,1.700075178E2,1.371388060E1,1.371388060E1
4.494579792E0,5.324923361E1,1.042438357E1,2.657917030E1,7.143835425E-1,1.760456377E2,1.146877942E1,1.146877942E1
5.444575429E0,5.324918151E1,1.042437632E1,2.626769515E1,2.145003319E0,1.745840002E2,9.856606051E0,9.856606051E0
6.394570589E0,5.324914628E1,1.042435975E1,2.603065866E1,4.251022816E0,1.856233713E2,8.696454786E0,8.696454786E0
7.344591618E0,5.324910518E1,1.042432880E1,2.570057405E1,4.251022816E0,1.986624263E2,7.606708709E0,7.606708709E0
8.294593930E0,5.324907811E1,1.042429746E1,2.539424790E1,3.796450377E0,1.934432245E2,1.158228006E1,1.158228006E1
9.244590044E0,5.324905949E1,1.042431028E1,2.513793769E1,3.061233282E0,1.778671028E2,7.726076478E0,7.726076478E0
1.019459498E1,5.324902971E1,1.042432152E1,2.498018313E1,3.061233282E0,1.733486617E2,1.800953382E1,1.800953382E1
1.114460063E1,5.324898625E1,1.042432126E1,2.480937693E1,3.302543402E0,2.001387354E2,2.171233224E1,2.171233224E1
1.209459794E1,5.324894660E1,1.042431458E1,2.460142331E1,3.431473732E0,2.020967383E2,1.346284805E1,1.346284805E1
1.304428339E1,5.324891748E1,1.042431582E1,2.421299333E1,3.302543402E0,1.962327712E2,2.026795674E1,2.026795674E1
1.399439776E1,5.324889041E1,1.042430268E1,2.421299417E1,3.302543402E0,1.962327606E2,2.026795674E1,2.026795674E1
1.494439888E1,5.324885549E1,1.042430305E1,2.418992621E1,3.431473732E0,1.830103508E2,1.144660681E1,1.144660681E1
1.589461994E1,5.324881398E1,1.042426877E1,2.423421414E1,3.760351896E0,2.094566467E2,9.127576231E0,9.127576231E0
1.688261938E1,5.324880380E1,1.042422682E1,2.430084839E1,2.866256952E0,2.374132131E2,9.472624038E0,9.472624038E0
1.788230228E1,5.324879262E1,1.042416037E1,2.431921496E1,3.831723690E0,2.511228823E2,1.088264637E1,1.088264637E1
1.888230836E1,5.324879124E1,1.042409331E1,2.394516286E1,3.831723690E0,2.663674987E2,1.340633319E1,1.340633319E1
1.988230920E1,5.324881879E1,1.042403176E1,2.400421081E1,4.208491802E0,2.983038394E2,7.458118074E0,7.458118074E0
2.088231897E1,5.324882361E1,1.042395582E1,2.389244378E1,4.781553745E0,2.873368933E2,8.641448542E0,8.641448542E0
2.188232279E1,5.324883509E1,1.042389564E1,2.397812898E1,4.487362385E0,2.892927198E2,5.645675240E0,5.645675240E0
2.288232648E1,5.324885430E1,1.042381498E1,2.384548124E1,5.234008789E0,2.936448987E2,5.504802751E0,5.504802751E0
2.388232839E1,5.324885599E1,1.042375441E1,2.369058321E1,4.487362385E0,2.840916271E2,8.742138855E0,8.742138855E0
2.488233113E1,5.324886496E1,1.042367929E1,2.358151700E1,5.104927063E0,2.856464860E2,9.281915063E0,9.281915063E0
2.588233221E1,5.324885515E1,1.042362656E1,2.373231071E1,3.920712471E0,2.708272754E2,6.328205903E0,6.328205903E0
2.688233328E1,5.324885596E1,1.042355511E1,2.323079090E1,4.443313122E0,2.750313940E2,6.735845949E0,6.735845949E0
2.788233364E1,5.324885008E1,1.042349401E1,2.311961515E1,3.920712471E0,2.693253784E2,6.561354257E0,6.561354257E0
2.888233519E1,5.324884230E1,1.042342592E1,2.285109510E1,4.260475636E0,2.711266091E2,8.425092734E0,8.425092734E0
2.988233435E1,5.324883999E1,1.042336350E1,2.275160554E1,4.036780357E0,2.743722425E2,1.190875626E1,1.190875626E1
3.088233423E1,5.324881802E1,1.042328469E1,2.260506461E1,4.740698814E0,2.556473409E2,7.759586481E0,7.759586481E0
3.188233447E1,5.324883047E1,1.042321148E1,2.225416190E1,4.740698814E0,2.770988124E2,4.242291211E0,4.242291211E0
3.288233423E1,5.324882622E1,1.042315520E1,2.226118307E1,4.740698814E0,2.669861808E2,4.230888103E0,4.230888103E0
3.388233221E1,5.324884535E1,1.042310820E1,2.115855572E1,3.755737620E0,2.744736724E2,4.989615262E0,4.989615262E0
3.488233066E1,5.324888101E1,1.042306794E1,2.120467958E1,3.780643473E0,2.938836702E2,4.961665114E0,4.961665114E0
3.588232923E1,5.324889397E1,1.042304831E1,2.136513301E1,2.862744195E0,2.926957821E2,4.947224014E0,4.947224014E0
3.688232803E1,5.324888853E1,1.042306530E1,2.048645545E1,7.922386364E-1,2.423796116E2,4.883427558E0,4.883427558E0
3.788232660E1,5.324889046E1,1.042308279E1,2.072066211E1,7.788867635E-1,8.861222260E1,4.883031996E0,4.883031996E0
3.888232374E1,5.324888634E1,1.042309368E1,2.111357460E1,1.513575453E0,9.332867266E1,4.873165302E0,4.873165302E0
