"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686222116299824E9,"2023-06-08 13:01:56.300 UTC+02:00"
"PAUSE",3.451468374999240E1,1.686222150814738E9,"2023-06-08 13:02:30.815 UTC+02:00"
