"event","experiment time","system time","system time text"
"START",0.000000000E0,1686053950.311,"2023-06-06 14:19:10.311 UTC+02:00"
"PAUSE",8.825239948E1,1686054038.563,"2023-06-06 14:20:38.563 UTC+02:00"
