"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.200364963E0,5.323033430E1,1.040159870E1,3.824481187E1,0.000000000E0,0.000000000E0,2.665500069E1,1.660582185E0
2.058868460E0,5.322942881E1,1.040199312E1,3.163097128E1,0.000000000E0,0.000000000E0,2.400000000E1,2.164493370E1
3.083972344E0,5.322952697E1,1.040184289E1,3.329961648E1,0.000000000E0,0.000000000E0,4.000000000E0,3.483052368E2
4.093412535E0,5.322954006E1,1.040184496E1,3.760251645E1,0.000000000E0,0.000000000E0,4.800000000E1,5.973707199E1
5.119911727E0,5.322954849E1,1.040183621E1,2.542955730E1,0.000000000E0,0.000000000E0,4.800000000E1,5.969041443E1
6.113506188E0,5.322960926E1,1.040179548E1,1.811063218E1,0.000000000E0,0.000000000E0,8.000000000E0,8.763614655E0
7.126487264E0,5.322965845E1,1.040175798E1,2.471227959E1,0.000000000E0,0.000000000E0,8.000000000E0,1.050078392E1
8.122076763E0,5.322968294E1,1.040173331E1,2.660104517E1,0.000000000E0,0.000000000E0,8.000000000E0,1.544222260E1
9.125406301E0,5.322970193E1,1.040166529E1,3.468237022E1,1.356674671E0,3.107980957E2,1.600000000E1,1.493412685E1
1.013532138E1,5.322972665E1,1.040161911E1,3.532583761E1,1.435742259E0,3.081277771E2,1.600000000E1,1.380419540E1
1.104487638E1,5.322973764E1,1.040159906E1,3.533140545E1,1.473381639E0,3.076713257E2,1.200000000E1,1.283551121E1
1.204431622E1,5.322974074E1,1.040158624E1,3.687074970E1,1.073071957E0,3.093943787E2,1.200000000E1,1.186335659E1
1.304740253E1,5.322974807E1,1.040157079E1,3.781746278E1,1.088424087E0,3.101012878E2,1.200000000E1,1.103312778E1
1.405166449E1,5.322976206E1,1.040156156E1,3.896021427E1,1.183068514E0,3.054128723E2,1.200000000E1,1.029584694E1
1.507472860E1,5.322977754E1,1.040155215E1,4.052951038E1,1.080063462E0,3.057850952E2,8.000000000E0,9.258307457E0
1.606873960E1,5.322978603E1,1.040153988E1,4.105452514E1,8.902829289E-1,3.066764526E2,8.000000000E0,8.379617691E0
1.706454733E1,5.322979074E1,1.040152720E1,4.089866766E1,8.781658411E-1,3.067694092E2,8.000000000E0,7.767740250E0
