"event","experiment time","system time","system time text"
"START",0.000000000E0,1686221718.783,"2023-06-08 12:55:18.783 UTC+02:00"
"PAUSE",4.307546535E1,1686221761.858,"2023-06-08 12:56:01.858 UTC+02:00"
