"event","experiment time","system time","system time text"
"START",0.000000000E0,1686772397.957,"2023-06-14 21:53:17.957 UTC+02:00"
"PAUSE",2.949295419E1,1686772427.450,"2023-06-14 21:53:47.450 UTC+02:00"
