"event","experiment time","system time","system time text"
"START",0.000000000E0,1686772644.243,"2023-06-14 21:57:24.243 UTC+02:00"
"PAUSE",4.201604986E1,1686772686.259,"2023-06-14 21:58:06.259 UTC+02:00"
