"event","experiment time","system time","system time text"
"START",0.000000000E0,1686221558.409,"2023-06-08 12:52:38.409 UTC+02:00"
"PAUSE",3.918118764E1,1686221597.590,"2023-06-08 12:53:17.590 UTC+02:00"
