"event","experiment time","system time","system time text"
"START",0.000000000E0,1686221629.855,"2023-06-08 12:53:49.855 UTC+02:00"
"PAUSE",4.062293202E1,1686221670.478,"2023-06-08 12:54:30.478 UTC+02:00"
