"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.745140110E-1,5.322856430E1,1.040371120E1,3.354145093E1,0.000000000E0,0.000000000E0,3.440000153E1,5.182318211E0
4.113069805E0,5.322864958E1,1.040403382E1,4.149164940E1,0.000000000E0,0.000000000E0,1.200000000E1,1.517624474E1
5.127882689E0,5.322859345E1,1.040402039E1,3.387162683E1,0.000000000E0,0.000000000E0,1.200000000E1,1.487302876E1
6.141080303E0,5.322865495E1,1.040398035E1,3.560401339E1,0.000000000E0,0.000000000E0,8.000000000E0,1.052810192E1
7.123186572E0,5.322867759E1,1.040396479E1,3.765575277E1,9.637615085E-1,3.159692993E2,8.000000000E0,1.054132557E1
8.138315841E0,5.322868675E1,1.040394203E1,3.776172086E1,1.528865457E0,3.261181030E2,8.000000000E0,9.846468925E0
8.755367648E0,5.322869693E1,1.040393040E1,3.918625315E1,1.529446602E0,3.225501099E2,8.000000000E0,9.232239723E0
9.776480993E0,5.322870143E1,1.040390831E1,3.908630030E1,1.273976803E0,3.257171326E2,8.000000000E0,8.612626076E0
1.078164530E1,5.322870160E1,1.040389910E1,3.987157175E1,1.217254281E0,3.252346191E2,8.000000000E0,8.026838303E0
1.177401049E1,5.322870795E1,1.040388113E1,3.939972474E1,1.399810672E0,3.212908325E2,8.000000000E0,7.536211014E0
1.277981634E1,5.322871351E1,1.040386483E1,3.871579992E1,1.447914362E0,3.198360291E2,8.000000000E0,7.102740765E0
1.377497903E1,5.322871743E1,1.040384922E1,3.825541570E1,1.207521439E0,3.163767395E2,6.000000000E0,6.693861008E0
1.478410026E1,5.322872119E1,1.040383257E1,3.791705911E1,1.295129538E0,3.083370056E2,6.000000000E0,6.358285427E0
1.578872968E1,5.322872536E1,1.040381041E1,3.777849499E1,1.261284351E0,2.944593506E2,6.000000000E0,6.011928558E0
1.678423237E1,5.322872760E1,1.040378895E1,3.768670636E1,1.061775804E0,2.884774170E2,6.000000000E0,5.750509262E0
1.778735130E1,5.322872295E1,1.040377143E1,3.696933371E1,1.137956500E0,2.793768921E2,6.000000000E0,5.491247654E0
1.879561260E1,5.322871866E1,1.040375136E1,3.638884129E1,1.276571512E0,2.765636292E2,6.000000000E0,5.290279865E0
1.979073722E1,5.322871467E1,1.040372908E1,3.584292273E1,1.309795141E0,2.732085571E2,6.000000000E0,5.117631912E0
