"event","experiment time","system time","system time text"
"START",0.000000000E0,1686221475.014,"2023-06-08 12:51:15.014 UTC+02:00"
"PAUSE",3.983944866E1,1686221514.854,"2023-06-08 12:51:54.854 UTC+02:00"
