"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.451193900E-2,-1.458750057E1,-2.319375038E1,2.926875114E1
5.451193900E-2,-1.473750019E1,-2.321250153E1,2.850000191E1
6.451193900E-2,-1.524375057E1,-2.325000000E1,2.855625153E1
7.451193900E-2,-1.528125095E1,-2.353125000E1,2.872500038E1
8.451193900E-2,-1.515000057E1,-2.375625038E1,2.889375114E1
9.451193900E-2,-1.541250038E1,-2.373750114E1,2.881875038E1
1.045119390E-1,-1.563750076E1,-2.390625000E1,2.851875114E1
1.145119390E-1,-1.563750076E1,-2.396250153E1,2.846250153E1
1.245119390E-1,-1.608750153E1,-2.443125153E1,2.803125191E1
1.345119390E-1,-1.650000000E1,-2.491875076E1,2.780625153E1
1.445119390E-1,-1.666875076E1,-2.538750076E1,2.754375076E1
1.545119390E-1,-1.693125153E1,-2.555625153E1,2.692500114E1
1.645119390E-1,-1.730625153E1,-2.587500191E1,2.617500114E1
1.745119390E-1,-1.770000076E1,-2.641875076E1,2.553750038E1
1.845119390E-1,-1.792500114E1,-2.675625038E1,2.488125038E1
1.945119390E-1,-1.835625076E1,-2.713125038E1,2.409375191E1
2.045119390E-1,-1.846875000E1,-2.724375153E1,2.370000076E1
2.145119390E-1,-1.846875000E1,-2.745000076E1,2.310000038E1
2.245119390E-1,-1.882500076E1,-2.771250153E1,2.210625076E1
2.345119390E-1,-1.905000114E1,-2.825625038E1,2.150625038E1
2.445119390E-1,-1.923750114E1,-2.851875114E1,2.103750038E1
2.545119390E-1,-1.925625038E1,-2.872500038E1,2.045625114E1
2.645119390E-1,-1.933125114E1,-2.893125153E1,2.004375076E1
2.745119390E-1,-1.925625038E1,-2.910000038E1,2.000625038E1
2.845119390E-1,-1.940625000E1,-2.930625153E1,1.950000000E1
2.945119390E-1,-1.953750038E1,-2.949375153E1,1.925625038E1
3.045119390E-1,-1.953750038E1,-2.970000076E1,1.906875038E1
3.145119390E-1,-1.951875114E1,-2.955000114E1,1.891875076E1
3.245119390E-1,-1.936875153E1,-2.966250038E1,1.884375000E1
3.345119390E-1,-1.929375076E1,-2.971875191E1,1.890000153E1
3.445119390E-1,-1.927500153E1,-3.007500076E1,1.905000114E1
3.545119390E-1,-1.951875114E1,-3.037500191E1,1.865625000E1
3.645119390E-1,-1.953750038E1,-3.063750076E1,1.875000000E1
3.745119390E-1,-1.957500076E1,-3.075000191E1,1.869375038E1
3.845119390E-1,-1.942500114E1,-3.065625191E1,1.873125076E1
3.945119390E-1,-1.944375038E1,-3.114375114E1,1.869375038E1
4.045119390E-1,-1.978125000E1,-3.108750153E1,1.846875000E1
4.145119390E-1,-1.998750114E1,-3.110625076E1,1.845000076E1
4.245119390E-1,-2.004375076E1,-3.091875076E1,1.828125000E1
4.345119390E-1,-1.996875000E1,-3.052500153E1,1.828125000E1
4.445119390E-1,-1.981875038E1,-3.030000114E1,1.805625153E1
4.545119390E-1,-2.000625038E1,-3.030000114E1,1.798125076E1
4.645119390E-1,-2.021250153E1,-3.030000114E1,1.805625153E1
4.745119390E-1,-2.026875114E1,-3.018750191E1,1.826250076E1
4.845119390E-1,-2.006250000E1,-3.035625076E1,1.845000076E1
4.945119390E-1,-1.993125153E1,-3.043125153E1,1.858125114E1
5.045119390E-1,-1.983750153E1,-3.073125076E1,1.875000000E1
5.145119390E-1,-1.991250038E1,-3.110625076E1,1.886250114E1
5.245119390E-1,-2.002500153E1,-3.121875191E1,1.906875038E1
5.345119390E-1,-1.987500000E1,-3.125625038E1,1.897500038E1
5.445119390E-1,-1.965000153E1,-3.129375076E1,1.920000076E1
5.545119390E-1,-1.959375000E1,-3.099375153E1,1.914375114E1
5.645119390E-1,-1.978125000E1,-3.080625153E1,1.931250000E1
5.745119390E-1,-1.965000153E1,-3.058125114E1,1.918125153E1
5.845119390E-1,-1.974375153E1,-3.043125153E1,1.920000076E1
5.945119390E-1,-1.968750000E1,-3.037500191E1,1.933125114E1
6.045119390E-1,-1.955625153E1,-3.030000114E1,1.923750114E1
6.145119390E-1,-1.970625114E1,-3.022500038E1,1.923750114E1
6.245119390E-1,-1.976250076E1,-3.011250114E1,1.921875000E1
6.345119390E-1,-1.981875038E1,-3.007500076E1,1.927500153E1
6.445119390E-1,-1.985625076E1,-3.015000153E1,1.910625076E1
6.545119390E-1,-1.993125153E1,-3.045000076E1,1.921875000E1
6.645119390E-1,-2.013750076E1,-3.043125153E1,1.905000114E1
6.745119390E-1,-2.038125038E1,-3.050625038E1,1.895625114E1
6.845119390E-1,-2.043750000E1,-3.039375114E1,1.906875038E1
6.945119390E-1,-2.032500076E1,-3.018750191E1,1.935000038E1
7.045119390E-1,-2.032500076E1,-3.033750153E1,1.957500076E1
7.145119390E-1,-2.025000000E1,-3.063750076E1,1.961250114E1
7.245119390E-1,-2.028750038E1,-3.067500114E1,1.961250114E1
7.345119390E-1,-2.060625076E1,-3.067500114E1,1.970625114E1
7.445119390E-1,-2.047500038E1,-3.043125153E1,1.976250076E1
7.545119390E-1,-2.026875114E1,-3.030000114E1,1.989375114E1
7.645119390E-1,-2.034375000E1,-3.045000076E1,1.987500000E1
7.745119390E-1,-2.047500038E1,-3.048750114E1,1.981875038E1
7.845119390E-1,-2.066250038E1,-3.035625076E1,1.963125038E1
7.945119390E-1,-2.103750038E1,-3.018750191E1,1.965000153E1
8.045119390E-1,-2.111250114E1,-3.000000191E1,1.978125000E1
8.145119390E-1,-2.139375114E1,-2.994375038E1,1.953750038E1
8.245119390E-1,-2.182500076E1,-2.986875153E1,1.955625153E1
8.345119390E-1,-2.235000038E1,-2.977500153E1,1.950000000E1
8.445119390E-1,-2.270625114E1,-2.975625038E1,1.961250114E1
8.545119390E-1,-2.311875153E1,-2.960625076E1,1.944375038E1
8.645119390E-1,-2.373750114E1,-2.956875038E1,1.929375076E1
8.745119390E-1,-2.418750191E1,-2.934375191E1,1.920000076E1
8.845119390E-1,-2.473125076E1,-2.915625191E1,1.895625114E1
8.945119390E-1,-2.508750153E1,-2.906250191E1,1.880625153E1
9.045119390E-1,-2.566875076E1,-2.898750114E1,1.858125114E1
9.145119390E-1,-2.626875114E1,-2.878125191E1,1.831875038E1
9.245119390E-1,-2.681250191E1,-2.840625191E1,1.777500153E1
9.345119390E-1,-2.752500153E1,-2.838750076E1,1.711875153E1
9.445119390E-1,-2.795625114E1,-2.799375153E1,1.653750038E1
9.545119390E-1,-2.870625114E1,-2.791875076E1,1.605000114E1
9.645119390E-1,-2.925000191E1,-2.806875038E1,1.530000019E1
9.745119390E-1,-2.979375076E1,-2.763750076E1,1.447500038E1
9.845119390E-1,-3.039375114E1,-2.767500114E1,1.351875019E1
9.945119390E-1,-3.095625114E1,-2.739375114E1,1.256250095E1
1.004511939E0,-3.189375114E1,-2.741250038E1,1.134375000E1
1.014511939E0,-3.228750229E1,-2.726250076E1,1.074375057E1
1.024511939E0,-3.273750305E1,-2.713125038E1,9.506250381E0
1.034511939E0,-3.292500305E1,-2.694375038E1,8.400000572E0
1.044511939E0,-3.361875153E1,-2.685000038E1,7.387500286E0
1.054511939E0,-3.386250305E1,-2.666250038E1,6.206250191E0
1.064511939E0,-3.416250229E1,-2.643750191E1,5.193750381E0
1.074511939E0,-3.408750153E1,-2.640000153E1,4.031250000E0
1.084511939E0,-3.378750229E1,-2.626875114E1,3.281250238E0
1.094511939E0,-3.378750229E1,-2.636250114E1,2.100000143E0
1.104511939E0,-3.376875305E1,-2.666250038E1,1.312500000E0
1.114511939E0,-3.365625000E1,-2.681250191E1,4.312500060E-1
