"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.059823440E-1,5.323889876E1,1.041306096E1,1.023370360E1,4.199999869E-1,3.502000122E2,4.165410995E0,5.647617817E0
2.092010104E0,5.323887589E1,1.041306458E1,1.227315742E1,0.000000000E0,0.000000000E0,4.350928783E0,5.614629745E0
3.091028229E0,5.323888065E1,1.041307051E1,1.207540889E1,0.000000000E0,0.000000000E0,4.315108299E0,5.853727818E0
4.090953801E0,5.323888028E1,1.041306962E1,1.201278654E1,4.399999976E-1,4.900000095E0,3.934420586E0,4.929646492E0
5.091427238E0,5.323889118E1,1.041307682E1,1.145939509E1,1.669999957E0,3.000000000E1,3.790092468E0,3.692392111E0
6.091108436E0,5.323890246E1,1.041307960E1,1.154455542E1,2.269999981E0,1.419999981E1,3.790092468E0,3.268367529E0
7.091129737E0,5.323892552E1,1.041308696E1,1.194107255E1,3.430000067E0,1.610000038E1,3.790092468E0,2.865065813E0
8.091104841E0,5.323895380E1,1.041309378E1,1.122993178E1,3.680000067E0,4.900000095E0,3.790092468E0,2.500000000E0
9.091083278E0,5.323898513E1,1.041309847E1,1.055755365E1,3.809999943E0,4.199999809E0,3.790092468E0,2.500000000E0
1.009110546E1,5.323901705E1,1.041310343E1,1.181669488E1,3.910000086E0,7.099999905E0,3.790092468E0,2.500000000E0
1.109100057E1,5.323905590E1,1.041310988E1,1.117338037E1,4.219999790E0,6.900000095E0,3.790092468E0,2.500000000E0
1.209144437E1,5.323909369E1,1.041311695E1,1.146597713E1,4.219999790E0,6.000000000E0,3.790092468E0,2.500000000E0
1.309103494E1,5.323913119E1,1.041312075E1,1.192776393E1,4.300000191E0,5.199999809E0,3.790092468E0,2.500000000E0
1.409146942E1,5.323917036E1,1.041312020E1,1.217434468E1,4.449999809E0,2.099999905E0,3.790092468E0,2.500000000E0
