"event","experiment time","system time","system time text"
"START",0.000000000E0,1685961924.631,"2023-06-05 12:45:24.631 UTC+02:00"
"PAUSE",6.950259080E1,1685961994.133,"2023-06-05 12:46:34.133 UTC+02:00"
