"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.491209200E-2,2.547306120E-1,-2.016617358E-1,-1.756236190E-3
1.976146700E-2,1.966984570E-1,-1.094211563E-1,-7.864884101E-3
2.461089400E-2,1.435532272E-1,-9.850194678E-3,-1.214093715E-2
2.946026900E-2,8.857539296E-2,8.055779338E-2,-1.580612548E-2
3.430969600E-2,3.665188700E-2,1.581376195E-1,-2.741255611E-2
3.915907100E-2,-5.497782957E-3,2.210566849E-1,-4.818195850E-2
4.400844600E-2,-3.604102135E-2,2.748127878E-1,-5.795579776E-2
4.885787300E-2,-6.291907281E-2,3.340666890E-1,-6.284271181E-2
5.370724800E-2,-8.307760954E-2,3.933205605E-1,-7.322741300E-2
5.855667500E-2,-9.468404204E-2,4.452440739E-1,-9.277509153E-2
6.340605000E-2,-9.529490769E-2,4.928915203E-1,-9.705114365E-2
6.825542500E-2,-8.491020650E-2,5.332086086E-1,-8.788817376E-2
7.310485200E-2,-7.024945319E-2,5.643627048E-1,-7.383827865E-2
7.795422700E-2,-5.192350596E-2,5.832995176E-1,-5.551233515E-2
8.280360200E-2,-3.543015569E-2,5.894081593E-1,-3.840812296E-2
8.765302900E-2,-1.771507785E-2,5.887972713E-1,-2.313650399E-2
9.250240400E-2,-6.108647794E-4,5.735256672E-1,-1.214093715E-2
9.735177900E-2,1.404988952E-2,5.454258919E-1,-1.153007243E-2
1.022012060E-1,2.748891525E-2,5.161044002E-1,-2.008217946E-2
1.070505810E-1,4.214967042E-2,4.928915203E-1,-3.596466407E-2
1.119000080E-1,5.986474827E-2,4.733438492E-1,-5.612320080E-2
1.167493830E-1,8.185587823E-2,4.495201111E-1,-8.055779338E-2
1.215987580E-1,1.044578776E-1,4.256964028E-1,-1.086575761E-1
1.264481850E-1,1.301141977E-1,4.098139107E-1,-1.330921650E-1
1.312975600E-1,1.490510106E-1,3.841575980E-1,-1.581376195E-1
1.361469350E-1,1.618791670E-1,3.523926139E-1,-1.782961637E-1
1.409963620E-1,1.783725172E-1,3.242928386E-1,-1.966221035E-1
1.458457370E-1,1.966984570E-1,2.949713171E-1,-2.070067972E-1
1.506951640E-1,2.144135386E-1,2.601520419E-1,-2.149480432E-1
1.555445390E-1,2.254091054E-1,2.149480432E-1,-2.265544683E-1
1.603939140E-1,2.388481349E-1,1.703549176E-1,-2.399934977E-1
1.652433420E-1,2.559523284E-1,1.288161129E-1,-2.528216541E-1
1.700927170E-1,2.742782831E-1,9.155336022E-2,-2.619846463E-1
1.749420920E-1,2.926042378E-1,5.978839099E-2,-2.699258626E-1
1.797915190E-1,3.072649837E-1,3.291033953E-2,-2.790888548E-1
1.846408940E-1,3.274235129E-1,2.374736778E-2,-2.864192128E-1
1.894903210E-1,3.463603258E-1,2.313650399E-2,-2.980256677E-1
1.943396960E-1,3.665188551E-1,2.130390890E-2,-3.047451675E-1
1.991890710E-1,3.866774142E-1,2.191477455E-2,-3.090212345E-1
2.040384980E-1,4.001164436E-1,1.702785492E-2,-3.132972717E-1
2.088878730E-1,4.190532267E-1,2.313650399E-2,-3.120755553E-1
2.137372480E-1,4.410443604E-1,3.291033953E-2,-3.077994883E-1
2.185866750E-1,4.593703151E-1,3.291033953E-2,-3.016908467E-1
2.234360500E-1,4.721984863E-1,2.802342176E-2,-3.029125631E-1
2.282854250E-1,4.764745235E-1,1.763872057E-2,-3.084103465E-1
2.331348520E-1,4.844157696E-1,1.641699113E-2,-3.163515925E-1
2.379842270E-1,4.941896200E-1,1.397353224E-2,-3.194059134E-1
2.428336020E-1,5.021308661E-1,6.032289471E-3,-3.224602342E-1
2.475897480E-1,5.033525825E-1,-8.628465235E-3,-3.273471594E-1
2.523440710E-1,5.045742989E-1,-2.023489587E-2,-3.304014802E-1
2.570984460E-1,5.057960153E-1,-3.428478539E-2,-3.291797638E-1
2.618527690E-1,5.033525825E-1,-5.566505343E-2,-3.236819804E-1
2.666070920E-1,4.972439408E-1,-7.765618712E-2,-3.187950552E-1
2.713614670E-1,4.868592322E-1,-1.033125073E-1,-3.139081299E-1
2.761157890E-1,4.715875983E-1,-1.332448870E-1,-3.102429509E-1
2.808701120E-1,4.599811733E-1,-1.570686102E-1,-3.029125631E-1
2.856244870E-1,4.538725317E-1,-1.735619605E-1,-2.937496006E-1
2.903788100E-1,4.502073526E-1,-1.918879002E-1,-2.851974964E-1
2.951331850E-1,4.453204274E-1,-2.181550860E-1,-2.790888548E-1
2.998875080E-1,4.392117858E-1,-2.529743910E-1,-2.729802132E-1
3.046418310E-1,4.331031144E-1,-2.914588451E-1,-2.687041461E-1
3.093962060E-1,4.282162189E-1,-3.238346875E-1,-2.638172209E-1
3.141505290E-1,4.276053309E-1,-3.464366794E-1,-2.583194375E-1
3.189048520E-1,4.312705398E-1,-3.604865670E-1,-2.552651167E-1
3.236592270E-1,4.373791814E-1,-3.678169549E-1,-2.540434003E-1
3.284135500E-1,4.416552484E-1,-3.678169549E-1,-2.540434003E-1
3.331678730E-1,4.471530318E-1,-3.543779254E-1,-2.558759749E-1
3.379222480E-1,4.502073526E-1,-3.342193961E-1,-2.583194375E-1
3.426765710E-1,4.489856064E-1,-3.140608668E-1,-2.607629001E-1
3.474309460E-1,4.404335022E-1,-2.969566286E-1,-2.613737583E-1
3.521852690E-1,4.257727563E-1,-2.774089575E-1,-2.638172209E-1
3.569395920E-1,4.105011225E-1,-2.413679510E-1,-2.705367506E-1
3.616939670E-1,3.940077722E-1,-2.034943253E-1,-2.809214294E-1
3.664482890E-1,3.732383847E-1,-1.705076247E-1,-2.968039215E-1
3.712026120E-1,3.530798554E-1,-1.466839015E-1,-3.139081299E-1
3.759569870E-1,3.316995800E-1,-1.308014244E-1,-3.334558010E-1
3.807113100E-1,3.139844835E-1,-1.253036410E-1,-3.511708975E-1
3.854656330E-1,2.956585586E-1,-1.314122826E-1,-3.682751060E-1
3.902200080E-1,2.785543501E-1,-1.411861181E-1,-3.817141354E-1
3.949743310E-1,2.657261789E-1,-1.417969912E-1,-3.927097023E-1
3.997286540E-1,2.516762912E-1,-1.454621702E-1,-4.012618065E-1
4.044830290E-1,2.327394783E-1,-1.570686102E-1,-4.061487317E-1
