"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653569.088,"2023-06-13 12:52:49.088 UTC+02:00"
"PAUSE",2.536529883E1,1686653594.454,"2023-06-13 12:53:14.454 UTC+02:00"
