"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.824063301E-3,5.322925820E1,1.040153086E1,3.860971832E1,-1.000000000E0,-1.000000000E0,3.600000000E1,3.600000000E1
7.824063301E-3,5.322925694E1,1.040153104E1,3.784927750E1,-1.000000000E0,-1.000000000E0,3.600000000E1,3.600000000E1
5.887130499E-1,5.322938781E1,1.040145594E1,3.721311569E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
3.036763072E0,5.322946361E1,1.040146877E1,3.521744830E1,2.022285610E-1,3.255473599E2,2.286433483E1,2.286433483E1
3.986760020E0,5.322946893E1,1.040146661E1,3.521662624E1,2.076935470E-1,3.371925722E2,1.734278662E1,1.734278662E1
4.936755419E0,5.322946350E1,1.040144531E1,3.521710790E1,1.534348279E-1,3.073864750E2,1.449158389E1,1.449158389E1
5.886751890E0,5.322945485E1,1.040143403E1,3.522461362E1,1.167086735E-1,2.849032647E2,1.435066282E1,1.435066282E1
6.836831450E0,5.322944116E1,1.040143532E1,3.523248473E1,5.786323175E-2,1.577726156E2,1.362824438E1,1.362824438E1
7.786895156E0,5.322943160E1,1.040143589E1,3.523667549E1,8.151629567E-2,1.232594997E2,1.135430481E1,1.135430481E1
8.737323761E0,5.322942566E1,1.040143304E1,3.524430687E1,8.333865553E-2,6.357086670E1,1.458207614E1,1.458207614E1
9.688068390E0,5.322942715E1,1.040143066E1,3.524675078E1,1.155347601E-1,7.069705292E1,1.357760078E1,1.357760078E1
1.063813996E1,5.322941963E1,1.040141744E1,3.524332239E1,1.862821542E-2,2.218889332E2,1.608326773E1,1.608326773E1
1.158852243E1,5.322942121E1,1.040141792E1,3.525777434E1,8.752284199E-2,2.500727676E2,1.321187999E1,1.321187999E1
1.253886294E1,5.322941786E1,1.040142333E1,3.528643447E1,3.755135089E-2,8.198500069E1,1.112587294E1,1.112587294E1
1.348951077E1,5.322941786E1,1.040142333E1,3.528643454E1,3.755135089E-2,-1.000000000E0,1.112587294E1,1.112587294E1
1.443983054E1,5.322941387E1,1.040142296E1,3.533664684E1,6.633796543E-2,-1.000000000E0,1.620203465E1,1.620203465E1
1.538981199E1,5.322941511E1,1.040141820E1,3.532968056E1,1.269022562E-2,-1.000000000E0,1.212667081E1,1.212667081E1
1.634009063E1,5.322941279E1,1.040140953E1,3.532422952E1,3.269421309E-2,-1.000000000E0,1.160889891E1,1.160889891E1
1.729032373E1,5.322941916E1,1.040139657E1,3.536224656E1,5.315271392E-2,-1.000000000E0,1.063279875E1,1.063279875E1
1.824055541E1,5.322942666E1,1.040138266E1,3.540799707E1,5.315271392E-2,-1.000000000E0,1.227192095E1,1.227192095E1
1.919078481E1,5.322943691E1,1.040136996E1,3.547082854E1,3.073700666E-1,3.313389403E2,1.179035319E1,1.179035319E1
2.014304078E1,5.322943277E1,1.040136158E1,3.547390668E1,1.233120263E-2,-1.000000000E0,1.581754497E1,1.581754497E1
2.114325225E1,5.322943277E1,1.040136158E1,3.547390668E1,0.000000000E0,-1.000000000E0,1.434699251E1,1.434699251E1
2.214344919E1,5.322943277E1,1.040136158E1,3.547390668E1,0.000000000E0,-1.000000000E0,1.217983230E1,1.217983230E1
2.314363301E1,5.322943191E1,1.040134361E1,3.547878135E1,4.603328183E-2,-1.000000000E0,1.243093569E1,1.243093569E1
2.414380538E1,5.322943813E1,1.040136140E1,3.549437733E1,9.100601077E-2,-1.000000000E0,1.340834548E1,1.340834548E1
2.514396739E1,5.322945408E1,1.040139454E1,3.547093346E1,3.532624841E-1,2.306331812E1,1.601428875E1,1.601428875E1
2.614411914E1,5.322946029E1,1.040141608E1,3.550114229E1,3.532624841E-1,3.564410194E2,2.312395524E1,2.312395524E1
2.714426136E1,5.322946201E1,1.040143130E1,3.549105989E1,8.115682006E-2,-1.000000000E0,1.742180019E1,1.742180019E1
2.814439476E1,5.322946282E1,1.040144816E1,3.551170968E1,1.912736893E-1,-1.000000000E0,2.156970364E1,2.156970364E1
2.914452040E1,5.322946428E1,1.040145478E1,3.549295238E1,2.129339986E-2,-1.000000000E0,1.541678627E1,1.541678627E1
3.014463675E1,5.322946428E1,1.040145478E1,3.549295238E1,0.000000000E0,-1.000000000E0,2.010716597E1,2.010716597E1
3.114474654E1,5.322946428E1,1.040145478E1,3.549295238E1,0.000000000E0,-1.000000000E0,6.090664162E0,6.090664162E0
3.214484954E1,5.322946546E1,1.040145337E1,3.545123322E1,1.244025677E-1,-1.000000000E0,6.358196102E0,6.358196102E0
3.314494503E1,5.322946546E1,1.040145337E1,3.545123322E1,0.000000000E0,-1.000000000E0,4.844896667E0,4.844896667E0
3.414503574E1,5.322945710E1,1.040145142E1,3.589353629E1,7.771230026E-2,-1.000000000E0,4.838656200E0,4.838656200E0
3.514512026E1,5.322945710E1,1.040145142E1,3.589353629E1,0.000000000E0,-1.000000000E0,4.831760802E0,4.831760802E0
3.614519966E1,5.322945710E1,1.040145142E1,3.589353629E1,0.000000000E0,-1.000000000E0,4.824242431E0,4.824242431E0
3.714527392E1,5.322945675E1,1.040146193E1,3.609615092E1,0.000000000E0,-1.000000000E0,4.820515502E0,4.820515502E0
3.814534354E1,5.322945436E1,1.040146259E1,3.612317102E1,5.347638549E-2,-1.000000000E0,4.815568373E0,4.815568373E0
3.914540899E1,5.322945428E1,1.040146273E1,3.613310472E1,0.000000000E0,7.790537260E1,4.815760327E0,4.815760327E0
4.014547026E1,5.322945033E1,1.040147363E1,3.598244526E1,5.279634837E-2,-1.000000000E0,4.822428927E0,4.822428927E0
4.114552748E1,5.322945005E1,1.040147537E1,3.582637836E1,0.000000000E0,-1.000000000E0,4.823825052E0,4.823825052E0
4.214558089E1,5.322945005E1,1.040147537E1,3.582637836E1,0.000000000E0,-1.000000000E0,4.819920134E0,4.819920134E0
4.314563107E1,5.322945005E1,1.040147537E1,3.582637836E1,0.000000000E0,-1.000000000E0,4.815991008E0,4.815991008E0
4.414567792E1,5.322943956E1,1.040148460E1,3.583791692E1,0.000000000E0,-1.000000000E0,4.826979879E0,4.826979879E0
4.514572263E1,5.322943724E1,1.040148344E1,3.599552731E1,6.545326853E-2,-1.000000000E0,4.832958747E0,4.832958747E0
4.614576304E1,5.322943712E1,1.040148477E1,3.594680346E1,6.202695313E-2,-1.000000000E0,4.826290741E0,4.826290741E0
4.714580262E1,5.322943345E1,1.040148698E1,3.591852117E1,8.120052006E-2,-1.000000000E0,4.819472495E0,4.819472495E0
4.814583850E1,5.322942955E1,1.040149873E1,3.596745837E1,1.376271290E-1,-1.000000000E0,4.824963494E0,4.824963494E0
4.914587295E1,5.322943058E1,1.040149913E1,3.602706818E1,8.891377834E-2,-1.000000000E0,4.830624013E0,4.830624013E0
