"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.008478818E1,5.324925510E1,1.042235770E1,2.246706085E1,0.000000000E0,0.000000000E0,4.559999847E1,6.656400204E0
2.140575969E1,5.324917615E1,1.042234563E1,2.440056146E1,0.000000000E0,0.000000000E0,4.358967590E1,1.176089325E2
2.240373755E1,5.324918057E1,1.042230960E1,9.500494171E0,0.000000000E0,0.000000000E0,3.751837921E1,1.042248535E2
2.340338806E1,5.324918057E1,1.042230960E1,9.500494171E0,0.000000000E0,0.000000000E0,3.620782852E1,9.731974030E1
2.440359655E1,5.324918023E1,1.042230898E1,9.603704301E0,0.000000000E0,0.000000000E0,3.470435333E1,9.036207581E1
2.540278821E1,5.324917929E1,1.042232763E1,2.047515691E1,0.000000000E0,0.000000000E0,3.304170609E1,8.435246277E1
2.640461466E1,5.324917988E1,1.042232832E1,2.026269421E1,0.000000000E0,0.000000000E0,3.227861023E1,8.175279236E1
2.740260294E1,5.324919044E1,1.042235332E1,1.386157925E1,0.000000000E0,0.000000000E0,2.745813370E1,6.576925659E1
2.840526872E1,5.324918922E1,1.042236345E1,2.709204293E1,0.000000000E0,0.000000000E0,2.465837669E1,5.874659729E1
2.940342944E1,5.324918789E1,1.042237730E1,3.281695106E1,0.000000000E0,0.000000000E0,2.221230507E1,5.368582535E1
3.040335142E1,5.324918785E1,1.042237719E1,3.281676793E1,0.000000000E0,0.000000000E0,2.168241310E1,5.138098526E1
3.140364433E1,5.324919169E1,1.042236673E1,3.534912571E1,0.000000000E0,0.000000000E0,2.010598373E1,4.770830154E1
3.240257516E1,5.324918269E1,1.042236141E1,2.369200925E1,0.000000000E0,0.000000000E0,1.954959106E1,4.388625336E1
3.340292057E1,5.324918263E1,1.042236099E1,2.377202638E1,0.000000000E0,0.000000000E0,2.006459808E1,4.387170792E1
3.440286109E1,5.324918704E1,1.042234352E1,1.149323003E1,0.000000000E0,0.000000000E0,1.860538483E1,4.025826645E1
3.540346442E1,5.324918704E1,1.042234352E1,1.149323003E1,0.000000000E0,0.000000000E0,1.883923149E1,3.938831711E1
3.640429837E1,5.324917773E1,1.042235079E1,7.018482143E0,0.000000000E0,0.000000000E0,1.832646370E1,3.863986969E1
3.740282253E1,5.324917773E1,1.042235079E1,7.018482143E0,0.000000000E0,0.000000000E0,1.916811752E1,3.874897385E1
3.840298450E1,5.324917754E1,1.042235078E1,7.068957932E0,0.000000000E0,0.000000000E0,1.991841507E1,3.842557144E1
3.940337612E1,5.324917754E1,1.042235078E1,7.068957932E0,0.000000000E0,0.000000000E0,2.106956291E1,3.842378616E1
4.040381851E1,5.324916236E1,1.042233641E1,1.087442041E1,0.000000000E0,0.000000000E0,1.973179626E1,3.718780518E1
4.140354116E1,5.324917148E1,1.042232733E1,3.743638799E0,0.000000000E0,0.000000000E0,1.813495255E1,3.680402374E1
4.240332266E1,5.324917148E1,1.042232772E1,3.704026859E0,0.000000000E0,0.000000000E0,1.920812607E1,3.730320740E1
4.340272360E1,5.324917163E1,1.042232786E1,3.562608585E0,0.000000000E0,0.000000000E0,1.982604790E1,3.636198425E1
4.440306364E1,5.324917151E1,1.042232396E1,1.591235130E0,0.000000000E0,0.000000000E0,2.071849442E1,3.561179733E1
4.540398088E1,5.324917133E1,1.042232424E1,1.582995022E0,0.000000000E0,0.000000000E0,2.189277077E1,3.586859131E1
4.640381879E1,5.324917458E1,1.042231546E1,3.428644836E0,0.000000000E0,0.000000000E0,1.767924500E1,3.172589874E1
4.740407842E1,5.324917456E1,1.042231518E1,3.478510617E0,0.000000000E0,0.000000000E0,1.760137749E1,3.083436584E1
4.840316696E1,5.324917306E1,1.042232207E1,-2.416269240E0,0.000000000E0,0.000000000E0,1.698217201E1,2.767603111E1
4.940277018E1,5.324917268E1,1.042232558E1,-8.147694673E-1,0.000000000E0,0.000000000E0,1.631077385E1,2.696089935E1
5.040292674E1,5.324917427E1,1.042232536E1,-6.386805576E-1,0.000000000E0,0.000000000E0,1.617718506E1,2.664921188E1
5.140330127E1,5.324917888E1,1.042232629E1,1.262205052E0,0.000000000E0,0.000000000E0,1.645384789E1,2.619914436E1
5.240287449E1,5.324917892E1,1.042232648E1,1.237668920E0,0.000000000E0,0.000000000E0,1.785758781E1,2.706909943E1
5.340357329E1,5.324917892E1,1.042232648E1,1.237668920E0,0.000000000E0,0.000000000E0,1.995093918E1,2.851893425E1
5.440423975E1,5.324917879E1,1.042232965E1,2.650997793E0,0.000000000E0,0.000000000E0,2.090577888E1,2.976514626E1
5.540250745E1,5.324917979E1,1.042232845E1,1.630552915E0,0.000000000E0,0.000000000E0,2.193419456E1,3.010648918E1
5.640273541E1,5.324917851E1,1.042233806E1,4.597649969E0,0.000000000E0,0.000000000E0,2.385506821E1,3.083620453E1
5.740290239E1,5.324917808E1,1.042233826E1,4.851311362E0,0.000000000E0,0.000000000E0,2.446802521E1,2.963821220E1
