"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686219765276182E9,"2023-06-08 12:22:45.276 UTC+02:00"
"PAUSE",3.832106145835132E1,1.686219803597085E9,"2023-06-08 12:23:23.597 UTC+02:00"
