"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686220058134143E9,"2023-06-08 12:27:38.134 UTC+02:00"
"PAUSE",7.849985795831890E1,1.686220136634493E9,"2023-06-08 12:28:56.634 UTC+02:00"
