"event","experiment time","system time","system time text"
"START",0.000000000E0,1686219873.184,"2023-06-08 12:24:33.184 UTC+02:00"
"PAUSE",6.094490253E1,1686219934.129,"2023-06-08 12:25:34.129 UTC+02:00"
