Mean X,Mean Y,Mean Z,Standardabweichung X,Standardabweichung Y,Standardabweichung Z,Min X,Max X,Min Y,Max Y,Min Z,Max Z,Lokale Peaks X,Lokale Peaks Y,Lokale Peaks Z,Label,Person_Name
-0.0005313772333062,-0.0023749512359734,-0.0071288592975968,0.4933983206668708,0.6916925596528776,0.5433796411425141,-1.8206119162362624,2.165819014741482,-4.582432048553554,4.459572583567003,-3.5585369398019453,2.5676048434033856,20,21,23,Auto fahren,Alex
0.0005211424805405,-0.0002069341937323,-0.0004255662696042,0.2072159919280979,0.1674001818019637,0.270668189775857,-1.9529620615975247,1.836581282815938,-0.8666955067729456,0.7546914755201403,-2.5439501827464546,2.4807941774682103,58,55,60,Auto fahren,Fergan
-0.0001278613564138,6.489037561677084e-05,-0.0003214244675904,0.3537524440730799,0.310739716926536,0.2156258429087205,-1.383575153934044,1.4063730313555387,-1.7735933014583478,1.0144839487485933,-1.188525735581372,1.3360713022624342,12,14,14,Auto fahren,Mika
-0.0105831352000851,0.0020271093672717,0.0020695202477525,0.4511482415801561,0.3838021771948856,0.2530516026715211,-2.2012233801814567,1.3255080385035618,-1.486111993660988,1.6743450156742603,-1.162844996025136,1.5951905435571776,6,5,5,Auto fahren,Mika
9.650802329410726e-05,0.000480265045682,0.0008602302238926,0.0745041641722323,0.068903929568474,0.0995588897558643,-0.4593641557149417,0.3308819659356706,-0.4322489270623523,0.3067668253132473,-0.4374984909424106,0.5480222471671039,27,25,26,Auto fahren,jonte
0.0013499595988796,-0.0061007170911372,-0.0028924207905849,0.3284661827714515,0.3830265231501017,0.2484686004926087,-1.6363709435953275,1.044051386607721,-1.9387214160012167,1.5894518573256724,-1.0702571487195065,1.1708904104125288,29,31,33,Auto fahren,jonte
-0.0036276876072322,-0.0100378550569607,0.0067434496022552,0.1116751588164576,0.0979017999521351,0.1503091814429004,-0.3719108729309521,0.2637672227737357,-0.478939939155437,0.2238311390139085,-0.4906016885468453,0.4843693505930145,5,6,6,Auto fahren,Mika
0.0007257207373599,-0.0024203711171161,0.0023237370789787,0.4428462748481321,0.3597748864262459,0.2099554498629003,-1.5397905138886108,1.5944675257861047,-1.710893286829238,1.2022754212720614,-0.7909242257642114,0.8259728666281295,16,17,17,Auto fahren,Mika
0.0002926628615949,-0.0001970297482282,-7.069755751812852e-05,0.3045364811890284,0.184545958190239,0.3431995563818398,-1.5704510961060316,1.3971340751270336,-0.7030355193546954,0.9335638081839966,-1.3844642511843646,1.9205380967461247,39,36,36,Auto fahren,Fergan
0.000114289887915,5.475095499091696e-05,-8.044766419065821e-05,0.2505883776491026,0.1361806364500912,0.1013348728800669,-1.645019995482973,1.4854430425597782,-0.9947286535660428,0.8402382821239514,-0.6546683272658861,0.5331363330005583,38,39,40,Auto fahren,jonte
0.000264209216016,-0.0004592597259337,0.0004982964088361,0.069325571776699,0.0811319503485125,0.0688721352087651,-0.3374332493439576,0.4352858753315782,-0.9364637009290132,0.6580849891520151,-0.3424481300190906,0.4172382596210791,26,23,24,Auto fahren,jonte
0.0033969650988076,-1.304103346793511e-06,0.0014997795893795,0.3832257855335318,0.321974983127705,0.407705520227995,-2.332951561682179,2.397360362390206,-1.655915658440687,1.3893881220309223,-2.8746613146981144,3.240435317010196,25,27,25,Auto fahren,Alex
0.0010693923601669,-0.0047895056472914,-0.0031178148943666,0.3592263249728675,0.3191596476244397,0.5279387326104888,-1.641352770905159,1.5564155912134163,-1.2755781784308264,1.2588023389334355,-2.401665185038083,2.1233804094224134,23,22,21,Auto fahren,Alex
0.0017938089189667,-6.343326794213717e-05,-0.0001056191989631,0.8776996713367052,0.5017116042171638,0.6283991984345877,-6.44564117285302,6.808662992880915,-3.8088405751132592,2.836123321263895,-3.2636687477964137,3.423906260865853,33,32,31,Auto fahren,Alex
