"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.057823100E-2,-3.512472659E-2,-6.276635826E-2,1.391244531E-1
1.542812700E-2,-6.322450191E-2,-3.894263133E-2,1.305723488E-1
2.027802300E-2,-8.399390429E-2,-2.794706449E-2,1.171333194E-1
2.512791900E-2,-1.017089859E-1,-3.466657549E-2,1.006399691E-1
2.997781400E-2,-1.108719558E-1,-3.344484791E-2,8.659008145E-2
3.482771000E-2,-1.114828214E-1,-2.306014486E-2,7.315105945E-2
3.967760600E-2,-1.035415828E-1,-1.511890348E-2,5.971203372E-2
4.452750200E-2,-8.765909821E-2,-1.695149764E-2,4.505127668E-2
4.937739800E-2,-6.505709887E-2,-3.161225095E-2,3.344484791E-2
5.422729400E-2,-3.634645417E-2,-4.932733253E-2,2.367101051E-2
5.907718900E-2,-9.162971983E-4,-6.032289565E-2,1.756236330E-2
6.392708500E-2,2.901607752E-2,-7.803797722E-2,7.788525894E-3
6.877698100E-2,4.123337194E-2,-1.091920808E-1,-1.053741761E-2
7.362687700E-2,5.772672221E-2,-1.214093715E-1,-2.703076601E-2
7.847677300E-2,8.155044913E-2,-1.171333194E-1,-3.313941509E-2
8.332672100E-2,1.084285006E-1,-1.043051630E-1,-3.313941509E-2
8.817661600E-2,1.285870373E-1,-9.269873053E-2,-2.764163166E-2
9.302651200E-2,1.359174103E-1,-8.842267841E-2,-2.275471389E-2
9.787640800E-2,1.340848207E-1,-9.147699922E-2,-2.153298259E-2
1.027263040E-1,1.304196268E-1,-9.819651395E-2,-2.336557768E-2
1.075762000E-1,1.267544478E-1,-1.049160287E-1,-2.275471389E-2
1.124260960E-1,1.273653060E-1,-1.146898642E-1,-1.603520103E-2
1.172759910E-1,1.353065521E-1,-1.330158114E-1,-5.650499370E-3
1.221258870E-1,1.493564397E-1,-1.574503928E-1,2.901607659E-3
1.269757830E-1,1.701258421E-1,-1.849393100E-1,9.621120058E-3
1.318256790E-1,2.006690800E-1,-2.136499584E-1,1.572976820E-2
1.366755750E-1,2.373209596E-1,-2.466366589E-1,2.122755162E-2
1.415254710E-1,2.764163017E-1,-2.838993967E-1,2.183841541E-2
1.463753660E-1,3.149007857E-1,-3.248273432E-1,1.695149764E-2
1.512252620E-1,3.497200906E-1,-3.590357602E-1,5.345067009E-3
1.560751580E-1,3.784307241E-1,-3.859138191E-1,-6.261364091E-3
