"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.183002472E-3,5.322847685E1,1.040387542E1,3.362842178E1,-1.000000000E0,-1.000000000E0,5.433333333E1,5.433333333E1
8.183002472E-3,5.322847907E1,1.040386776E1,3.364487648E1,-1.000000000E0,-1.000000000E0,5.433333333E1,5.433333333E1
4.142069817E-1,5.322835137E1,1.040402403E1,3.357794189E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.636101007E0,5.322836310E1,1.040400893E1,3.353125381E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
7.644654989E0,5.322841739E1,1.040394216E1,3.347853470E1,-1.000000000E0,-1.000000000E0,5.119719233E1,5.119719233E1
8.059045076E0,5.322844850E1,1.040390230E1,3.342096329E1,-1.000000000E0,-1.000000000E0,5.125401889E1,5.125401889E1
9.271753073E0,5.322846713E1,1.040387862E1,3.338407516E1,-1.000000000E0,-1.000000000E0,5.174694368E1,5.174694368E1
1.528706801E1,5.322848729E1,1.040385363E1,3.334496307E1,-1.000000000E0,-1.000000000E0,5.433333333E1,5.433333333E1
1.634881699E1,5.322861463E1,1.040437897E1,3.296085930E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.779313302E1,5.322864165E1,1.040448166E1,3.280531120E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.779743803E1,5.322864989E1,1.040452465E1,3.272177315E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
2.364014304E1,5.322866218E1,1.040451999E1,3.264826965E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
