"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.008685971E1,5.322843270E1,1.040459600E1,4.304097495E1,0.000000000E0,0.000000000E0,6.000000000E1,7.044421196E0
4.049185971E1,5.322849280E1,1.040459440E1,3.674107161E1,0.000000000E0,0.000000000E0,9.840000153E1,1.848999977E1
