"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686652539287456E9,"2023-06-13 12:35:39.287 UTC+02:00"
"PAUSE",6.876050154166296E1,1.686652608048329E9,"2023-06-13 12:36:48.048 UTC+02:00"
