"event","experiment time","system time","system time text"
"START",0.000000000E0,1686228767.356,"2023-06-08 14:52:47.356 UTC+02:00"
"PAUSE",5.287263577E1,1686228820.228,"2023-06-08 14:53:40.228 UTC+02:00"
