"event","experiment time","system time","system time text"
"START",0.000000000E0,1686220566.115,"2023-06-08 12:36:06.115 UTC+02:00"
"PAUSE",5.972144111E1,1686220625.837,"2023-06-08 12:37:05.837 UTC+02:00"
