"event","experiment time","system time","system time text"
"START",0.000000000E0,1686220964.828,"2023-06-08 12:42:44.828 UTC+02:00"
"PAUSE",7.031626557E1,1686221035.144,"2023-06-08 12:43:55.144 UTC+02:00"
