"event","experiment time","system time","system time text"
"START",0.000000000E0,1686772188.747,"2023-06-14 21:49:48.747 UTC+02:00"
"PAUSE",5.819547184E1,1686772246.942,"2023-06-14 21:50:46.942 UTC+02:00"
