"event","experiment time","system time","system time text"
"START",0.000000000E0,1685545601.298,"2023-05-31 17:06:41.298 UTC+02:00"
"PAUSE",1.022374846E2,1685545703.536,"2023-05-31 17:08:23.536 UTC+02:00"
