"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.980501800E-2,2.401462197E-1,-2.887099683E-1,-1.568395346E-1
2.455960200E-2,2.205985487E-1,-2.691622972E-1,-1.629481763E-1
2.931423700E-2,2.047160566E-1,-2.520580888E-1,-1.684459597E-1
3.406882100E-2,1.943313628E-1,-2.276234925E-1,-1.763872057E-1
3.882340400E-2,1.906661689E-1,-1.989128441E-1,-1.843284518E-1
4.357798700E-2,1.918879002E-1,-1.714239269E-1,-1.916588247E-1
4.833257100E-2,1.986074150E-1,-1.469893306E-1,-1.971566081E-1
5.308720600E-2,2.071595192E-1,-1.280525327E-1,-1.996000707E-1
5.784178900E-2,2.181550860E-1,-1.109483168E-1,-2.014326602E-1
6.259637300E-2,2.297615111E-1,-9.873101860E-2,-2.038761228E-1
6.735095600E-2,2.389244884E-1,-9.750928730E-2,-2.093739063E-1
7.210553900E-2,2.468657345E-1,-1.030070707E-1,-2.197586000E-1
7.686012300E-2,2.535852492E-1,-1.078939885E-1,-2.338084877E-1
8.161470600E-2,2.578612864E-1,-1.109483168E-1,-2.484692484E-1
8.636934100E-2,2.389244884E-1,-1.414915472E-1,-2.967275679E-1
9.112392500E-2,2.096029818E-1,-1.592066288E-1,-3.590357602E-1
9.587850800E-2,1.912770271E-1,-1.451567411E-1,-3.987419903E-1
1.006330910E-1,1.790597439E-1,-1.188895553E-1,-4.231765866E-1
1.053876750E-1,1.674533039E-1,-9.567669779E-2,-4.439459741E-1
1.101422580E-1,1.546251476E-1,-7.979421318E-2,-4.671588540E-1
1.148968930E-1,1.448513120E-1,-6.696604937E-2,-4.940368831E-1
1.196514770E-1,1.460730433E-1,-4.864010960E-2,-5.282453299E-1
1.244060600E-1,1.650098413E-1,-2.420551702E-2,-5.716167092E-1
1.291606430E-1,1.998291463E-1,8.170315996E-3,-6.229293346E-1
1.339152270E-1,2.468657345E-1,5.093085021E-2,-6.785180569E-1
1.386698100E-1,2.994000912E-1,1.065195426E-1,-7.328850031E-1
1.434243930E-1,3.519344628E-1,1.798233241E-1,-7.786998749E-1
1.481790290E-1,3.953058720E-1,2.616792023E-1,-8.116865754E-1
1.529336120E-1,4.270708263E-1,3.410916328E-1,-8.330668211E-1
1.576881960E-1,4.429533184E-1,4.107302129E-1,-8.434515595E-1
1.624427790E-1,4.441750646E-1,4.718166888E-1,-8.465058804E-1
1.671973620E-1,4.313468933E-1,5.243510604E-1,-8.471167088E-1
1.719519460E-1,4.063014388E-1,5.726093650E-1,-8.440623879E-1
1.767065290E-1,3.672060966E-1,6.202568412E-1,-8.379537463E-1
1.814611640E-1,3.171151876E-1,6.691260338E-1,-8.275690675E-1
1.862157480E-1,2.615264952E-1,7.118865252E-1,-8.135191798E-1
1.909703310E-1,2.059377879E-1,7.412080765E-1,-7.976366878E-1
1.957249140E-1,1.540142894E-1,7.570905089E-1,-7.829759121E-1
2.004794980E-1,1.081994250E-1,7.583122849E-1,-7.738129497E-1
2.052340810E-1,6.666062027E-2,7.436515093E-1,-7.695369124E-1
2.099886640E-1,3.123046272E-2,7.131083012E-1,-7.719803452E-1
2.147432480E-1,3.741546767E-3,6.691260338E-1,-7.799215913E-1
2.194978310E-1,-1.153007243E-2,6.129264235E-1,-7.915280461E-1
2.242524660E-1,-1.030834299E-2,5.475639105E-1,-8.061888218E-1
2.290070500E-1,8.628465235E-3,4.815905094E-1,-8.239038587E-1
2.337616330E-1,4.528035223E-2,4.198931754E-1,-8.410080671E-1
2.385162160E-1,9.537126124E-2,3.624718785E-1,-8.550579548E-1
2.432708000E-1,1.515708268E-1,3.099375069E-1,-8.660535216E-1
2.480253830E-1,2.114355713E-1,2.629009187E-1,-8.721621633E-1
2.527799660E-1,2.706894577E-1,2.176969349E-1,-8.770490885E-1
2.575345500E-1,3.299433291E-1,1.767689884E-1,-8.776599765E-1
2.622891850E-1,3.891972303E-1,1.431714296E-1,-8.709404469E-1
2.670437680E-1,4.435641766E-1,1.071304083E-1,-8.538362384E-1
2.717983520E-1,4.893790483E-1,7.964149863E-2,-8.348994255E-1
2.765529350E-1,5.217548609E-1,5.459604040E-2,-8.153517842E-1
2.813075180E-1,5.339722037E-1,2.344193682E-2,-7.988584042E-1
2.860621020E-1,5.272526741E-1,-1.809686981E-2,-7.872520089E-1
2.908166850E-1,5.034289360E-1,-8.162680268E-2,-7.762564421E-1
2.955712680E-1,4.557814896E-1,-2.031888962E-1,-7.579304576E-1
3.003258520E-1,4.246273935E-1,-2.691622972E-1,-7.567087412E-1
3.050804870E-1,4.142426848E-1,-2.813795805E-1,-7.652608752E-1
3.098350710E-1,4.001927972E-1,-2.978729308E-1,-7.732021213E-1
3.145896540E-1,3.782016635E-1,-3.479638398E-1,-7.866411209E-1
