"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686054890788855E9,"2023-06-06 14:34:50.789 UTC+02:00"
"PAUSE",3.176191587499488E1,1.686054922550413E9,"2023-06-06 14:35:22.550 UTC+02:00"
