"event","experiment time","system time","system time text"
"START",0.000000000E0,1686581671.337,"2023-06-12 16:54:31.337 UTC+02:00"
"PAUSE",4.895250118E1,1686581720.290,"2023-06-12 16:55:20.290 UTC+02:00"
