"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686653274931199E9,"2023-06-13 12:47:54.931 UTC+02:00"
"PAUSE",3.145561037503648E1,1.686653306386984E9,"2023-06-13 12:48:26.387 UTC+02:00"
