"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.585955620E-3,5.322991436E1,1.040150693E1,3.954053879E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
8.666992188E-3,5.322992190E1,1.040151210E1,3.793454361E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
8.666992188E-3,5.322992116E1,1.040151247E1,3.717542839E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
3.589326024E0,5.322964939E1,1.040158186E1,3.650154114E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
6.451788187E0,5.322975234E1,1.040141823E1,3.451352477E1,4.767195284E-1,1.521651816E2,2.769331764E1,2.769331764E1
7.401793122E0,5.322970846E1,1.040141090E1,3.460868509E1,5.666900873E-1,2.293327406E2,2.553246859E1,2.553246859E1
8.351051927E0,5.322967866E1,1.040143225E1,3.469079512E1,5.666900873E-1,2.222001686E2,2.351345082E1,2.351345082E1
9.301039338E0,5.322965505E1,1.040144800E1,3.476204496E1,2.207356393E-1,1.853743686E2,2.299730461E1,2.299730461E1
1.025104237E1,5.322963261E1,1.040146749E1,3.480562164E1,2.411208004E-1,1.662449613E2,2.116816391E1,2.116816391E1
1.120102918E1,5.322961995E1,1.040148411E1,3.484690052E1,8.641238324E-3,1.568445723E2,1.951517842E1,1.951517842E1
1.215101838E1,5.322960546E1,1.040149147E1,3.486573040E1,1.771466434E-1,2.499015342E2,1.493006721E1,1.493006721E1
1.310102773E1,5.322959945E1,1.040147640E1,3.488911791E1,1.736788452E-1,2.615121706E2,1.556421617E1,1.556421617E1
1.405102432E1,5.322958908E1,1.040145461E1,3.494541517E1,1.771466434E-1,2.291190482E2,1.449535200E1,1.449535200E1
1.500102019E1,5.322958908E1,1.040145461E1,3.494541524E1,1.771466434E-1,-1.000000000E0,1.449535200E1,1.449535200E1
1.595103168E1,5.322958908E1,1.040145461E1,3.494541524E1,0.000000000E0,2.088288446E2,1.202395267E1,1.202395267E1
1.690103281E1,5.322958908E1,1.040145461E1,3.494541524E1,0.000000000E0,2.088288446E2,1.609933285E1,1.609933285E1
1.785404754E1,5.322958908E1,1.040145461E1,3.494541524E1,0.000000000E0,2.088288446E2,1.602214540E1,1.602214540E1
1.885372186E1,5.322958908E1,1.040145461E1,3.494541524E1,0.000000000E0,-1.000000000E0,1.471446256E1,1.471446256E1
1.985404527E1,5.322953894E1,1.040149092E1,3.504534943E1,1.538247243E-2,-1.000000000E0,1.389495512E1,1.389495512E1
2.085406387E1,5.322951970E1,1.040148820E1,3.509887015E1,4.478031397E-2,-1.000000000E0,1.684522768E1,1.684522768E1
2.185374510E1,5.322950388E1,1.040150168E1,3.512172901E1,4.278243482E-1,1.631735241E2,1.320049794E1,1.320049794E1
2.285376704E1,5.322949820E1,1.040150367E1,3.513918355E1,2.320473939E-1,2.003205747E2,1.248108845E1,1.248108845E1
2.385378790E1,5.322949524E1,1.040149759E1,3.515451496E1,1.543296129E-1,-1.000000000E0,1.205472723E1,1.205472723E1
2.485380793E1,5.322949059E1,1.040149245E1,3.517580445E1,1.213339269E-1,-1.000000000E0,9.337234808E0,9.337234808E0
2.585382724E1,5.322948978E1,1.040148914E1,3.520181464E1,1.882240027E-1,-1.000000000E0,1.532948089E1,1.532948089E1
2.685384464E1,5.322948628E1,1.040149103E1,3.521250322E1,1.861564815E-2,-1.000000000E0,1.527518893E1,1.527518893E1
2.785386240E1,5.322947795E1,1.040148926E1,3.522600277E1,2.060766816E-1,-1.000000000E0,1.657552601E1,1.657552601E1
2.885387933E1,5.322947629E1,1.040149454E1,3.522627655E1,1.913449615E-1,-1.000000000E0,1.091574767E1,1.091574767E1
2.985389555E1,5.322947325E1,1.040150132E1,3.522495465E1,2.060766816E-1,-1.000000000E0,1.393818070E1,1.393818070E1
3.085391128E1,5.322946697E1,1.040150525E1,3.522384612E1,1.142527610E-1,-1.000000000E0,1.399676697E1,1.399676697E1
3.185392654E1,5.322945798E1,1.040150933E1,3.522711633E1,1.641090810E-1,-1.000000000E0,1.565598109E1,1.565598109E1
3.285394096E1,5.322944933E1,1.040151400E1,3.523401181E1,2.484589964E-1,-1.000000000E0,6.445173222E0,6.445173222E0
3.385395503E1,5.322944104E1,1.040151626E1,3.522943603E1,2.484589964E-1,-1.000000000E0,6.900029919E0,6.900029919E0
3.485396874E1,5.322940679E1,1.040152465E1,3.520122108E1,3.632968107E-1,-1.000000000E0,4.949387204E0,4.949387204E0
3.585398138E1,5.322940629E1,1.040152397E1,3.535403665E1,7.796893522E-2,-1.000000000E0,4.955574875E0,4.955574875E0
3.685399401E1,5.322940618E1,1.040152385E1,3.535985929E1,0.000000000E0,1.931892482E2,4.950570524E0,4.950570524E0
3.785400712E1,5.322940161E1,1.040152434E1,3.538688515E1,1.126302503E-1,-1.000000000E0,4.959647075E0,4.959647075E0
3.885401893E1,5.322940535E1,1.040152325E1,3.540799812E1,2.055759610E-1,-1.000000000E0,4.982441533E0,4.982441533E0
3.985403049E1,5.322941133E1,1.040152848E1,3.560046640E1,4.139009202E-1,-1.000000000E0,4.997059749E0,4.997059749E0
4.085404146E1,5.322942110E1,1.040152883E1,3.550011762E1,3.099916657E-1,-1.000000000E0,5.008258876E0,5.008258876E0
4.185405350E1,5.322942642E1,1.040152916E1,3.550834187E1,2.017799215E-1,-1.000000000E0,5.008612885E0,5.008612885E0
4.285406375E1,5.322942886E1,1.040153293E1,3.554187458E1,0.000000000E0,-1.000000000E0,5.011420240E0,5.011420240E0
4.385407507E1,5.322943993E1,1.040153566E1,3.579374692E1,0.000000000E0,-1.000000000E0,5.015961370E0,5.015961370E0
4.485408473E1,5.322944334E1,1.040154026E1,3.582039696E1,1.729516293E-1,-1.000000000E0,4.993477539E0,4.993477539E0
4.585409462E1,5.322944100E1,1.040154084E1,3.578748587E1,7.472312928E-2,-1.000000000E0,4.955616364E0,4.955616364E0
4.685410404E1,5.322944437E1,1.040153908E1,3.575074018E1,0.000000000E0,-1.000000000E0,4.923154110E0,4.923154110E0
4.785411406E1,5.322944415E1,1.040153643E1,3.577351650E1,1.095746112E-1,-1.000000000E0,4.900551171E0,4.900551171E0
4.885412347E1,5.322944127E1,1.040154030E1,3.579317526E1,0.000000000E0,-1.000000000E0,4.879999814E0,4.879999814E0
