"event","experiment time","system time","system time text"
"START",0.000000000E0,1686302661.448,"2023-06-09 11:24:21.448 UTC+02:00"
"PAUSE",1.024517378E2,1686302763.900,"2023-06-09 11:26:03.900 UTC+02:00"
