"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.356682500E-2,-1.315650046E-1,-1.059315920E0,2.550360560E-1
1.841656400E-2,-2.160934210E-1,-1.152930856E0,2.738201320E-1
2.326630400E-2,-3.003927469E-1,-1.227456450E0,2.872591615E-1
2.811604300E-2,-3.779725730E-1,-1.289764643E0,2.976438701E-1
3.296578300E-2,-4.408916533E-1,-1.345353365E0,3.006981909E-1
3.781547000E-2,-4.909825623E-1,-1.401552916E0,2.933678031E-1
4.266521000E-2,-5.276344419E-1,-1.464471936E0,2.732092738E-1
4.751495000E-2,-5.514581800E-1,-1.546327829E0,2.426660359E-1
5.236468900E-2,-5.636754632E-1,-1.670944214E0,1.992946416E-1
5.721442900E-2,-5.734493136E-1,-1.803501844E0,1.333212405E-1
6.206416800E-2,-5.881100893E-1,-1.914068460E0,3.313941509E-2
6.691390800E-2,-6.101012230E-1,-2.003865480E0,-9.147699922E-2
7.176364700E-2,-6.473639607E-1,-2.079612732E0,-2.264781147E-1
7.661333500E-2,-6.895136237E-1,-2.149251461E0,-3.535379767E-1
8.146307500E-2,-7.334958911E-1,-2.215835571E0,-4.659371078E-1
8.631281400E-2,-7.744238377E-1,-2.264093876E0,-5.600103140E-1
9.116255400E-2,-8.116865754E-1,-2.257985353E0,-6.308705807E-1
9.601229300E-2,-8.520036340E-1,-2.198731422E0,-6.742420197E-1
1.008620330E-1,-8.929315805E-1,-2.109545231E0,-6.895136237E-1
1.057117720E-1,-9.363030195E-1,-2.034408808E0,-6.779071689E-1
1.105614600E-1,-9.729548693E-1,-1.999589443E0,-6.388118267E-1
1.154112000E-1,-9.955568910E-1,-1.972100616E0,-5.752819180E-1
1.202609390E-1,-1.003498077E0,-1.916511893E0,-4.970912039E-1
1.251106790E-1,-9.931133986E-1,-1.829769135E0,-4.085158110E-1
1.299604180E-1,-9.692896605E-1,-1.732030749E0,-3.162752390E-1
1.348101580E-1,-9.369138479E-1,-1.634903193E0,-2.283107042E-1
1.396598970E-1,-8.984293938E-1,-1.530445337E0,-1.482874304E-1
1.445096370E-1,-8.629992008E-1,-1.418046236E0,-8.231402934E-2
1.493593770E-1,-8.300125003E-1,-1.326416492E0,-2.977965772E-2
1.542090640E-1,-7.994692922E-1,-1.232954144E0,5.039634649E-3
1.590588040E-1,-7.707586288E-1,-1.124831080E0,2.397644334E-2
1.639085430E-1,-7.451022863E-1,-1.008766770E0,2.703076601E-2
1.687582830E-1,-7.347176075E-1,-8.975894451E-1,9.315688163E-3
1.736080220E-1,-7.310523987E-1,-8.193987608E-1,-1.939495653E-2
1.784577620E-1,-7.194460034E-1,-7.906880975E-1,-4.993819445E-2
1.833075020E-1,-7.047852278E-1,-8.016836643E-1,-7.864884287E-2
1.881572410E-1,-6.950113773E-1,-8.145118356E-1,-1.049160287E-1
1.930069810E-1,-6.864593029E-1,-8.426116109E-1,-1.281288862E-1
1.978567200E-1,-6.669116020E-1,-9.018654823E-1,-1.495091617E-1
2.027064600E-1,-6.314814687E-1,-9.672279954E-1,-1.653916389E-1
2.075561470E-1,-5.917752385E-1,-1.008155942E0,-1.806632578E-1
2.124058870E-1,-5.526798964E-1,-1.014875531E0,-1.989891976E-1
2.172556270E-1,-5.203040838E-1,-9.531781077E-1,-2.246455252E-1
2.221053660E-1,-5.068650246E-1,-7.570905089E-1,-2.637408674E-1
2.269551060E-1,-5.062541962E-1,-5.084685683E-1,-3.107774556E-1
2.318048450E-1,-4.897608459E-1,-3.716348708E-1,-3.462076187E-1
2.366545850E-1,-4.537198246E-1,-3.478111327E-1,-3.614792228E-1
2.415043250E-1,-4.182896614E-1,-3.374264240E-1,-3.785834610E-1
2.462613040E-1,-3.987419903E-1,-3.117701113E-1,-4.042397738E-1
2.510159910E-1,-3.926333487E-1,-3.166570365E-1,-4.347830117E-1
2.557706790E-1,-4.005745649E-1,-4.107302129E-1,-4.659371078E-1
2.605253660E-1,-4.127918780E-1,-5.884918571E-1,-4.970912039E-1
2.652800020E-1,-4.146244824E-1,-7.839685678E-1,-5.172497630E-1
2.700346890E-1,-4.060723484E-1,-9.073632956E-1,-5.233584046E-1
2.747893770E-1,-3.999637067E-1,-9.287435412E-1,-5.129737258E-1
2.795440640E-1,-3.969093859E-1,-9.104176164E-1,-4.867065251E-1
2.842987520E-1,-3.926333487E-1,-9.183588624E-1,-4.482220411E-1
2.890534390E-1,-3.871355653E-1,-9.519563913E-1,-3.975202441E-1
2.938081270E-1,-3.895790279E-1,-9.629519582E-1,-3.437641561E-1
2.985628140E-1,-4.017963111E-1,-9.605085254E-1,-2.863428593E-1
3.033175020E-1,-4.225656986E-1,-9.696714878E-1,-2.246455252E-1
3.080721890E-1,-4.512763619E-1,-9.739475250E-1,-1.782197952E-1
3.128268770E-1,-4.842630625E-1,-9.776127338E-1,-1.488982886E-1
3.175815640E-1,-5.166388750E-1,-1.010599375E0,-1.250745654E-1
3.223362520E-1,-5.490147471E-1,-1.092455268E0,-1.055268943E-1
3.270909390E-1,-5.801688433E-1,-1.214017391E0,-8.659008145E-2
3.318456270E-1,-6.064360142E-1,-1.352072835E0,-7.009673119E-2
3.366003140E-1,-6.265945435E-1,-1.487073898E0,-4.932733253E-2
3.413550020E-1,-6.400335431E-1,-1.590920925E0,-2.000582218E-2
3.461096890E-1,-6.498073936E-1,-1.639790177E0,1.481347065E-2
3.508643250E-1,-6.553052068E-1,-1.619631648E0,5.329795182E-2
3.556190120E-1,-6.589703560E-1,-1.535332322E0,9.544762224E-2
3.603737000E-1,-6.601921320E-1,-1.401552916E0,1.424842030E-1
3.651283870E-1,-6.608029604E-1,-1.245782375E0,1.944077164E-1
3.698830750E-1,-6.644681692E-1,-1.079627156E0,2.481638193E-1
3.746377620E-1,-6.711876988E-1,-9.208022952E-1,3.043633699E-1
3.793924500E-1,-6.772963405E-1,-7.986293435E-1,3.599520624E-1
3.841471370E-1,-6.809614897E-1,-7.393754721E-1,4.130973220E-1
3.889018250E-1,-6.742420197E-1,-7.497601509E-1,4.613556266E-1
3.936565120E-1,-6.553052068E-1,-8.175661564E-1,5.010618567E-1
3.984112000E-1,-6.296488643E-1,-9.275218248E-1,5.334376693E-1
4.031658870E-1,-5.917752385E-1,-1.068020701E0,5.597048402E-1
4.079205750E-1,-5.410735011E-1,-1.223791242E0,5.871937871E-1
4.126752620E-1,-4.775435328E-1,-1.383837819E0,6.104066372E-1
4.174299500E-1,-4.072940946E-1,-1.517617226E0,6.385064125E-1
4.221846370E-1,-3.291034102E-1,-1.622075081E0,6.751583219E-1
4.269393250E-1,-2.393062711E-1,-1.695989728E0,7.148644924E-1
4.316940120E-1,-1.372918636E-1,-1.716759086E0,7.582359314E-1
4.364487000E-1,-9.621120058E-3,-1.651396632E0,8.022181988E-1
4.412033870E-1,1.351538301E-1,-1.447367787E0,8.516982198E-1
4.459580750E-1,2.970330119E-1,-1.187750220E0,9.030108452E-1
4.507127620E-1,4.747946560E-1,-8.975894451E-1,9.543235302E-1
4.554674500E-1,6.531671882E-1,-6.031526327E-1,9.983057380E-1
4.602221370E-1,8.235984445E-1,-3.740783334E-1,1.025794625E0
4.649768250E-1,9.805907011E-1,-2.005927265E-1,1.027627230E0
4.697315120E-1,1.118646145E0,-4.176788032E-2,9.970840216E-1
4.744862000E-1,1.237153888E0,1.213330179E-1,9.359975457E-1
4.792408870E-1,1.338557482E0,2.783252597E-1,8.413135409E-1
4.839955750E-1,1.424078465E0,4.047742784E-1,7.179188132E-1
4.887502620E-1,1.485775828E0,4.725802541E-1,5.816959739E-1
4.935049500E-1,1.508988738E0,4.469239414E-1,4.473057389E-1
4.982596370E-1,1.488830209E0,3.119228184E-1,3.123046160E-1
5.030143250E-1,1.433852315E0,9.567669779E-2,1.803578287E-1
5.077690120E-1,1.358716011E0,-1.584430486E-1,6.307178736E-2
5.125237000E-1,1.279914379E0,-3.948477209E-1,-3.283398226E-2
5.172783870E-1,1.216384530E0,-5.707767606E-1,-9.514218569E-2
