"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686653337928497E9,"2023-06-13 12:48:57.928 UTC+02:00"
"PAUSE",2.905357858334901E1,1.686653366982243E9,"2023-06-13 12:49:26.982 UTC+02:00"
