"event","experiment time","system time","system time text"
"START",0.000000000E0,1685959836.114,"2023-06-05 12:10:36.114 UTC+02:00"
"PAUSE",5.839428129E1,1685959894.508,"2023-06-05 12:11:34.508 UTC+02:00"
