"event","experiment time","system time","system time text"
"START",0.000000000E0,1686045928.162,"2023-06-06 12:05:28.162 UTC+02:00"
"PAUSE",7.565321325E1,1686046003.815,"2023-06-06 12:06:43.815 UTC+02:00"
