"event","experiment time","system time","system time text"
"START",0.000000000E0,1686219803.735,"2023-06-08 12:23:23.735 UTC+02:00"
"PAUSE",4.022023192E1,1686219843.955,"2023-06-08 12:24:03.955 UTC+02:00"
