"event","experiment time","system time","system time text"
"START",0.000000000E0,1686222431.690,"2023-06-08 13:07:11.690 UTC+02:00"
"PAUSE",3.353000828E1,1686222465.220,"2023-06-08 13:07:45.220 UTC+02:00"
