"event","experiment time","system time","system time text"
"START",0.000000000E0,1685959976.487,"2023-06-05 12:12:56.487 UTC+02:00"
"PAUSE",1.322723663E1,1685959989.714,"2023-06-05 12:13:09.714 UTC+02:00"
