"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.269484282E-1,5.322988209E1,1.039468318E1,3.589917740E1,0.000000000E0,8.657458496E1,5.547043621E0,5.547043621E0
1.926954865E0,5.322988386E1,1.039473247E1,3.578831752E1,2.727116671E0,8.657458496E1,5.661568685E0,5.661568685E0
2.926962376E0,5.322988554E1,1.039477933E1,3.572881130E1,2.946301297E0,8.657458496E1,5.813818732E0,5.813818732E0
3.926968932E0,5.322988714E1,1.039482397E1,3.566339522E1,3.040580637E0,8.657458496E1,6.081132782E0,6.081132782E0
4.926975489E0,5.322988765E1,1.039486664E1,3.557026269E1,3.092998644E0,8.794112396E1,6.324017359E0,6.324017359E0
5.926982641E0,5.322988877E1,1.039491850E1,3.570283174E1,3.374984955E0,8.794112396E1,6.497032826E0,6.497032826E0
6.926989317E0,5.322989009E1,1.039497940E1,3.598496552E1,3.871888278E0,8.794112396E1,6.619491069E0,6.619491069E0
7.926996231E0,5.322988931E1,1.039504185E1,3.598349032E1,4.194461914E0,9.000000000E1,6.803324013E0,6.803324013E0
8.927003741E0,5.322988931E1,1.039511056E1,3.600755948E1,4.105783602E0,9.000000000E1,6.965233013E0,6.965233013E0
9.927010179E0,5.322988990E1,1.039518184E1,3.605482274E1,3.909618696E0,8.959448242E1,7.084658506E0,7.084658506E0
1.092701757E1,5.322989021E1,1.039523751E1,3.629408178E1,3.551388644E0,8.843460083E1,7.179667046E0,7.179667046E0
1.192702436E1,5.322989107E1,1.039529019E1,3.628163184E1,3.061213895E0,8.843460083E1,7.276537834E0,7.276537834E0
1.292703152E1,5.322989235E1,1.039535044E1,3.632455945E1,3.654651384E0,8.705249786E1,7.348207836E0,7.348207836E0
1.392703903E1,5.322989380E1,1.039539740E1,3.644995532E1,3.182189556E0,8.705249786E1,7.459384615E0,7.459384615E0
1.492704558E1,5.322989533E1,1.039544667E1,3.654736910E1,3.289441957E0,8.705249786E1,7.557596604E0,7.557596604E0
1.592705250E1,5.322989675E1,1.039549268E1,3.650747310E1,2.887337534E0,8.705249786E1,7.741813723E0,7.741813723E0
1.692705977E1,5.322989842E1,1.039554554E1,3.679375254E1,3.211219567E0,8.651372528E1,7.992337807E0,7.992337807E0
1.792706585E1,5.322990072E1,1.039560848E1,3.701914755E1,3.410996037E0,8.651372528E1,8.208504004E0,8.208504004E0
1.892707324E1,5.322990267E1,1.039566173E1,3.691263329E1,3.235360028E0,8.651372528E1,8.375498810E0,8.375498810E0
1.992707992E1,5.322990470E1,1.039571740E1,3.700384879E1,3.480997096E0,8.651372528E1,8.468097078E0,8.468097078E0
2.092708683E1,5.322990692E1,1.039577262E1,3.720050923E1,3.627601594E0,8.619507599E1,8.605524695E0,8.605524695E0
2.192709374E1,5.322990875E1,1.039581867E1,3.725825575E1,3.566840537E0,8.619507599E1,8.840159316E0,8.840159316E0
2.292710066E1,5.322991054E1,1.039586331E1,3.738469266E1,3.474277665E0,8.619507599E1,8.985609098E0,8.985609098E0
2.392710769E1,5.322991306E1,1.039592655E1,3.752834831E1,3.926510814E0,8.619507599E1,9.019431943E0,9.019431943E0
2.492711508E1,5.322991599E1,1.039600011E1,3.735736467E1,4.525315934E0,8.619507599E1,8.731612899E0,8.731612899E0
2.592712140E1,5.322991843E1,1.039606117E1,3.734572361E1,5.030694229E0,4.801898752E1,8.327815132E0,8.327815132E0
2.692712843E1,5.322993118E1,1.039610323E1,3.713185116E1,6.158342810E0,2.524181257E1,7.949793940E0,7.949793940E0
2.792713583E1,5.323010432E1,1.039611729E1,3.719991108E1,7.284161754E0,1.128109646E1,7.743720158E0,7.743720158E0
2.892714298E1,5.323017791E1,1.039614631E1,3.762158665E1,8.503446318E0,1.128109646E1,7.595467854E0,7.595467854E0
2.992714918E1,5.323025451E1,1.039617080E1,3.789321064E1,8.569257996E0,1.128109646E1,7.569918356E0,7.569918356E0
3.092715645E1,5.323032740E1,1.039620089E1,3.789873354E1,8.094717249E0,1.128109646E1,7.580626726E0,7.580626726E0
3.192716348E1,5.323039235E1,1.039621965E1,3.775202997E1,7.437573563E0,1.128109646E1,7.471718257E0,7.471718257E0
