"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.028766000E-3,-1.638644785E-1,-2.563341260E-1,-5.581776798E-2
1.387887000E-2,-2.047924101E-1,-3.467421234E-1,1.603520010E-3
1.872897500E-2,-2.451094985E-1,-4.279871285E-1,4.986183718E-2
2.357907900E-2,-2.787070572E-1,-4.878518879E-1,7.918334752E-2
2.842918300E-2,-2.921460867E-1,-5.177842379E-1,8.651372790E-2
3.327928700E-2,-2.866483033E-1,-5.122864842E-1,7.551816106E-2
3.812939100E-2,-2.677114904E-1,-4.811323583E-1,5.352702737E-2
4.297944300E-2,-2.402225733E-1,-4.457022250E-1,2.848157100E-2
4.782954700E-2,-2.078467458E-1,-4.108829200E-1,2.214384731E-3
5.267965200E-2,-1.773035079E-1,-3.785070777E-1,-2.344193682E-2
5.752975600E-2,-1.492037177E-1,-3.516290486E-1,-4.909825698E-2
6.237986000E-2,-1.278234571E-1,-3.259727061E-1,-7.536543906E-2
6.722996400E-2,-1.131627038E-1,-2.954294682E-1,-9.857830405E-2
7.208006800E-2,-1.046105921E-1,-2.606101930E-1,-1.175151095E-1
7.693017200E-2,-1.027780026E-1,-2.239582986E-1,-1.254563481E-1
8.178027700E-2,-1.058323234E-1,-2.001345754E-1,-1.230128929E-1
8.663038100E-2,-1.156061590E-1,-1.909715980E-1,-1.126281917E-1
9.148043300E-2,-1.327103674E-1,-1.909715980E-1,-1.016326249E-1
9.633053700E-2,-1.516471803E-1,-1.934150606E-1,-9.063705802E-2
1.011806410E-1,-1.699731201E-1,-2.056323588E-1,-8.025235683E-2
1.060307450E-1,-1.864664704E-1,-2.367864549E-1,-6.314814836E-2
1.108808500E-1,-2.060141414E-1,-2.709949017E-1,-4.604393244E-2
1.157309540E-1,-2.304487377E-1,-3.021489978E-1,-2.710712515E-2
1.205810580E-1,-2.542724609E-1,-3.424660563E-1,-1.450803829E-3
1.254311620E-1,-2.762635946E-1,-3.968330324E-1,2.970330045E-2
1.302812140E-1,-2.945895493E-1,-4.530325830E-1,6.268999726E-2
1.351313180E-1,-3.092502952E-1,-5.122864842E-1,9.445496649E-2
1.399814220E-1,-3.171915412E-1,-5.745946765E-1,1.219438836E-1
1.448315270E-1,-3.214675784E-1,-6.393463612E-1,1.421024203E-1
1.496816310E-1,-3.184132576E-1,-6.998219490E-1,1.530979872E-1
1.545317350E-1,-3.086394370E-1,-7.517454624E-1,1.573740393E-1
1.593818390E-1,-2.933678031E-1,-7.963386178E-1,1.512653977E-1
1.642319430E-1,-2.762635946E-1,-8.323796391E-1,1.341611743E-1
1.690819950E-1,-2.609919906E-1,-8.580359221E-1,1.103374511E-1
1.739321000E-1,-2.475529462E-1,-8.690314889E-1,8.040507883E-2
1.787822040E-1,-2.347247899E-1,-8.629228473E-1,4.864010960E-2
1.836323080E-1,-2.255618125E-1,-8.458186388E-1,1.626427472E-2
1.884824120E-1,-2.188423127E-1,-8.189405799E-1,-1.366809942E-2
1.933325160E-1,-2.163988501E-1,-7.841212749E-1,-4.298960790E-2
1.981826200E-1,-2.182314396E-1,-7.425825000E-1,-7.047852129E-2
2.030327250E-1,-2.255618125E-1,-6.961567998E-1,-9.491311759E-2
2.078827770E-1,-2.396117151E-1,-6.485093236E-1,-1.156825200E-1
2.127328810E-1,-2.585485280E-1,-6.045270562E-1,-1.303432733E-1
2.175829850E-1,-2.823722363E-1,-5.697077513E-1,-1.413388401E-1
2.224330890E-1,-3.092502952E-1,-5.464949012E-1,-1.462257504E-1
2.272831930E-1,-3.397935331E-1,-5.312232971E-1,-1.468366235E-1
2.321332970E-1,-3.697259128E-1,-5.220603347E-1,-1.413388401E-1
2.369834020E-1,-3.935496211E-1,-5.220603347E-1,-1.321758628E-1
2.418334540E-1,-4.130973220E-1,-5.330559015E-1,-1.224020272E-1
2.465906410E-1,-4.289797843E-1,-5.550470352E-1,-1.132390574E-1
2.513456930E-1,-4.418079555E-1,-5.843685269E-1,-1.052978188E-1
2.561007450E-1,-4.534143806E-1,-6.204095483E-1,-1.016326249E-1
2.608557970E-1,-4.674642682E-1,-6.588940024E-1,-1.010217592E-1
2.656108500E-1,-4.839576185E-1,-6.882155538E-1,-9.613484144E-2
2.703659020E-1,-5.028944016E-1,-7.108175159E-1,-8.636100590E-2
2.751209540E-1,-5.273290277E-1,-7.395281792E-1,-7.108938694E-2
2.798759540E-1,-5.566505194E-1,-7.871756554E-1,-5.215258151E-2
2.846310060E-1,-5.890263915E-1,-8.433752060E-1,-3.321577236E-2
2.893860580E-1,-6.207913160E-1,-8.843031526E-1,-1.244636998E-2
2.941411100E-1,-6.482802629E-1,-9.081268311E-1,7.712167688E-3
2.988961620E-1,-6.690496206E-1,-9.374483824E-1,2.970330045E-2
3.036512140E-1,-6.794343591E-1,-9.624938369E-1,4.864010960E-2
3.084062660E-1,-6.757691503E-1,-9.777654409E-1,6.879864633E-2
3.131612660E-1,-6.568323374E-1,-9.936479330E-1,9.384410083E-2
3.179163180E-1,-6.238456368E-1,-9.997565746E-1,1.127809063E-1
