"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.870667934E-2,5.322151927E1,1.038635243E1,3.326254699E1,0.000000000E0,2.362042847E2,5.208728798E0,5.208728798E0
1.018709302E0,5.322151346E1,1.038634458E1,3.326785567E1,8.457890080E-1,2.362042847E2,5.201059428E0,5.201059428E0
2.018711448E0,5.322150066E1,1.038631174E1,3.323652642E1,2.232815946E0,2.362042847E2,5.181167611E0,5.181167611E0
3.018714786E0,5.322148024E1,1.038626672E1,3.406393043E1,2.691110900E0,2.362042847E2,5.222123135E0,5.222123135E0
4.018716574E0,5.322146311E1,1.038620962E1,3.383780973E1,3.120934669E0,2.359367981E2,5.254535155E0,5.254535155E0
5.018719792E0,5.322145900E1,1.038614672E1,3.471816360E1,2.903368809E0,2.359367981E2,5.341403749E0,5.341403749E0
6.018721819E0,5.322143848E1,1.038608441E1,3.483302402E1,3.365646127E0,2.672653471E2,5.328972021E0,5.328972021E0
7.018726468E0,5.322143840E1,1.038605953E1,3.420418236E1,3.881369190E0,2.885483471E2,8.727598432E0,8.727598432E0
8.018726945E0,5.322158092E1,1.038595871E1,3.450067611E1,5.270300151E0,3.306943665E2,5.373791107E0,5.373791107E0
9.018730640E0,5.322165426E1,1.038588133E1,3.366528869E1,6.527369786E0,3.220893370E2,5.393892465E0,5.393892465E0
1.001873112E1,5.322172365E1,1.038582743E1,3.321441773E1,7.157545566E0,3.256699393E2,5.436224058E0,5.436224058E0
1.101873648E1,5.322178175E1,1.038577382E1,3.278545932E1,7.063475504E0,3.267520376E2,5.529785789E0,5.529785789E0
1.201873624E1,5.322183243E1,1.038573167E1,3.232336290E1,6.487006107E0,3.285015506E2,5.616506613E0,5.616506613E0
1.301873875E1,5.322186781E1,1.038569139E1,3.205916034E1,6.000009142E0,3.256740898E2,5.639243077E0,5.639243077E0
1.401874363E1,5.322191424E1,1.038567672E1,3.242418353E1,5.859313358E0,3.326901855E2,5.725421673E0,5.725421673E0
1.501874614E1,5.322193457E1,1.038565678E1,3.255798958E1,4.894498816E0,2.942958881E2,5.724494737E0,5.724494737E0
1.601874566E1,5.322194713E1,1.038564389E1,3.277003098E1,4.177335469E0,2.839852442E2,1.336953506E1,1.336953506E1
1.701874757E1,5.322183658E1,1.038543151E1,3.274334618E1,3.967492461E0,2.373250580E2,5.716738648E0,5.716738648E0
1.801875269E1,5.322180133E1,1.038537636E1,3.267822290E1,4.445674811E0,2.272690735E2,5.619721457E0,5.619721457E0
1.901875472E1,5.322177052E1,1.038532706E1,3.278216075E1,4.644666564E0,2.244370270E2,5.558655836E0,5.558655836E0
2.001875436E1,5.322173264E1,1.038526943E1,3.262609384E1,4.822480926E0,2.238075562E2,5.484041107E0,5.484041107E0
2.101875687E1,5.322169124E1,1.038520931E1,3.236332578E1,5.213868081E0,2.238075562E2,5.469632190E0,5.469632190E0
2.201875937E1,5.322165819E1,1.038514651E1,3.220336429E1,5.414177352E0,2.225024109E2,5.454848929E0,5.454848929E0
2.301876163E1,5.322161498E1,1.038511187E1,3.207232712E1,5.258363530E0,2.225024109E2,5.409452034E0,5.409452034E0
2.401876450E1,5.322159917E1,1.038505550E1,3.239686180E1,4.781422640E0,2.211115875E2,5.406230331E0,5.406230331E0
2.501876795E1,5.322155072E1,1.038505270E1,3.262659208E1,4.439831314E0,2.211115875E2,5.078822762E0,5.078822762E0
2.601876938E1,5.322153777E1,1.038499981E1,3.235403016E1,4.061435564E0,2.199349365E2,5.082586427E0,5.082586427E0
2.701877058E1,5.322152391E1,1.038498047E1,3.279874220E1,3.020143367E0,2.199349365E2,5.147027220E0,5.147027220E0
2.801877260E1,5.322148004E1,1.038505595E1,3.290449523E1,2.333120382E0,1.706782218E2,5.220568568E0,5.220568568E0
2.901877689E1,5.322147255E1,1.038509370E1,3.415962808E1,1.939453441E0,1.450410037E2,5.261191761E0,5.261191761E0
3.001877677E1,5.322145302E1,1.038513483E1,3.339961451E1,2.246367870E0,1.393245087E2,5.235835605E0,5.235835605E0
3.101878119E1,5.322143290E1,1.038517457E1,3.355028511E1,2.774977416E0,1.375335401E2,5.254655641E0,5.254655641E0
3.201878059E1,5.322140534E1,1.038522251E1,3.344424202E1,3.797955780E0,1.398122139E2,5.273985236E0,5.273985236E0
3.301878536E1,5.322137462E1,1.038525885E1,3.353467619E1,4.091422330E0,1.389621393E2,5.370774000E0,5.370774000E0
3.401878560E1,5.322135468E1,1.038529354E1,3.339856712E1,3.381202794E0,1.328404896E2,5.415228116E0,5.415228116E0
