"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686656472355890E9,"2023-06-13 13:41:12.356 UTC+02:00"
"PAUSE",8.530827620835043E1,1.686656557664759E9,"2023-06-13 13:42:37.665 UTC+02:00"
