"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686653154320000E9,"2023-06-13 12:45:54.320 UTC+02:00"
"PAUSE",3.453006758337142E1,1.686653188850258E9,"2023-06-13 12:46:28.850 UTC+02:00"
