"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.529980183E-1,5.323696924E1,1.041220469E1,1.602801601E1,0.000000000E0,1.538760295E2,4.839536638E0,4.839536638E0
1.852993608E0,5.323697099E1,1.041220439E1,1.597503243E1,0.000000000E0,1.538760292E2,4.851630241E0,4.851630241E0
2.852989674E0,5.323696987E1,1.041220490E1,1.595316734E1,0.000000000E0,1.538760296E2,4.858931771E0,4.858931771E0
3.852985144E0,5.323697112E1,1.041220500E1,1.576911316E1,0.000000000E0,1.538760296E2,4.879842357E0,4.879842357E0
4.852980733E0,5.323696871E1,1.041220247E1,1.579016141E1,0.000000000E0,1.538760279E2,4.959679584E0,4.959679584E0
5.852975488E0,5.323696625E1,1.041220140E1,1.575302981E1,0.000000000E0,1.538760272E2,5.048827548E0,5.048827548E0
6.852971077E0,5.323695406E1,1.041220026E1,1.590574259E1,9.839727561E-1,1.693183019E2,5.102043833E0,5.102043833E0
7.852967262E0,5.323693924E1,1.041219729E1,1.601154678E1,1.409441342E0,1.739802950E2,5.286842547E0,5.286842547E0
8.852962017E0,5.323692364E1,1.041219133E1,1.608894393E1,1.648019499E0,1.790077674E2,5.316548244E0,5.316548244E0
9.852958202E0,5.323690801E1,1.041217611E1,1.625387575E1,1.851250706E0,1.875782147E2,5.334421563E0,5.334421563E0
1.085295367E1,5.323687923E1,1.041213850E1,1.636550865E1,2.712647044E0,1.994231455E2,5.405510581E0,5.405510581E0
1.185294914E1,5.323684963E1,1.041210479E1,1.638861453E1,3.388104592E0,2.041458011E2,5.515229964E0,5.515229964E0
1.285294414E1,5.323681931E1,1.041207363E1,1.625687743E1,3.721888237E0,2.045910907E2,5.654649871E0,5.654649871E0
1.385294032E1,5.323677326E1,1.041203908E1,1.686846250E1,4.542633290E0,2.037235109E2,5.756391695E0,5.756391695E0
1.485293567E1,5.323672152E1,1.041200958E1,1.658447021E1,5.112885035E0,2.027764907E2,5.781569733E0,5.781569733E0
1.585293043E1,5.323666632E1,1.041197611E1,1.572508643E1,5.681276820E0,2.024636393E2,5.882342334E0,5.882342334E0
1.685292590E1,5.323662459E1,1.041193947E1,1.590730350E1,5.655808205E0,2.028595313E2,5.932942636E0,5.932942636E0
1.785292184E1,5.323657750E1,1.041190991E1,1.583255765E1,5.659711185E0,2.028914042E2,6.189736815E0,6.189736815E0
1.885291696E1,5.323652589E1,1.041187921E1,1.630980341E1,5.804441129E0,2.030071412E2,6.524135805E0,6.524135805E0
1.985291255E1,5.323647630E1,1.041185674E1,1.644811535E1,5.764096725E0,2.009399311E2,6.815627882E0,6.815627882E0
2.085290802E1,5.323641863E1,1.041184125E1,1.706532032E1,5.917939275E0,1.979276364E2,7.011092126E0,7.011092126E0
2.185290420E1,5.323636481E1,1.041180645E1,1.656445620E1,6.084606476E0,1.993300078E2,6.997320225E0,6.997320225E0
2.285289872E1,5.323632218E1,1.041177187E1,1.699134215E1,5.729624241E0,2.002313805E2,6.963089483E0,6.963089483E0
2.385289526E1,5.323627290E1,1.041173597E1,1.756636623E1,5.718848309E0,2.004757314E2,6.973343188E0,6.973343188E0
2.485289025E1,5.323621575E1,1.041170432E1,1.683312675E1,5.931000697E0,1.989305162E2,7.071407859E0,7.071407859E0
2.585288596E1,5.323615782E1,1.041171173E1,1.641602668E1,5.513891654E0,1.895866991E2,6.030651591E0,6.030651591E0
2.685288072E1,5.323611598E1,1.041167538E1,1.510816792E1,4.730424588E0,1.936124702E2,5.608039813E0,5.608039813E0
2.785287714E1,5.323608209E1,1.041164676E1,1.512379088E1,4.256313601E0,1.936815900E2,5.357188850E0,5.357188850E0
2.885287189E1,5.323605358E1,1.041163300E1,1.572198009E1,3.439001015E0,1.919459406E2,5.258486278E0,5.258486278E0
2.985286760E1,5.323603013E1,1.041162445E1,1.498815051E1,2.871792573E0,1.837204973E2,5.191266865E0,5.191266865E0
3.085286283E1,5.323601678E1,1.041161659E1,1.501965402E1,2.216858575E0,1.818595405E2,5.114266436E0,5.114266436E0
3.185285842E1,5.323599883E1,1.041161155E1,1.451351917E1,1.486470169E0,1.819100102E2,5.046873702E0,5.046873702E0
3.285285461E1,5.323598948E1,1.041161392E1,1.475271780E1,7.874934191E-1,1.806504494E2,4.975205991E0,4.975205991E0
3.385284925E1,5.323599278E1,1.041161413E1,1.504982801E1,5.534745092E-1,1.683415705E2,4.933939989E0,4.933939989E0
3.485284519E1,5.323599301E1,1.041160672E1,1.486315108E1,0.000000000E0,1.681818095E2,4.925179414E0,4.925179414E0
3.585284102E1,5.323599178E1,1.041160396E1,1.519955165E1,0.000000000E0,1.681818076E2,4.891202207E0,4.891202207E0
3.685283661E1,5.323598679E1,1.041160247E1,1.520618185E1,0.000000000E0,1.681818067E2,4.879966890E0,4.879966890E0
3.785283196E1,5.323598073E1,1.041160744E1,1.590751353E1,4.801545031E-1,1.234641445E2,4.877031073E0,4.877031073E0
3.885282743E1,5.323598160E1,1.041161147E1,1.544233852E1,0.000000000E0,1.168869996E2,4.840797993E0,4.840797993E0
