"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685599176218328E9,"2023-06-01 07:59:36.218 UTC+02:00"
"PAUSE",5.988719949999358E1,1.685599236104926E9,"2023-06-01 08:00:36.105 UTC+02:00"
