"event","experiment time","system time","system time text"
"START",0.000000000E0,1686220809.717,"2023-06-08 12:40:09.717 UTC+02:00"
"PAUSE",7.725948241E1,1686220886.976,"2023-06-08 12:41:26.976 UTC+02:00"
