"event","experiment time","system time","system time text"
"START",0.000000000E0,1686221942.554,"2023-06-08 12:59:02.554 UTC+02:00"
"PAUSE",3.593939613E1,1686221978.494,"2023-06-08 12:59:38.494 UTC+02:00"
