"event","experiment time","system time","system time text"
"START",0.000000000E0,1685965945.939,"2023-06-05 13:52:25.939 UTC+02:00"
"PAUSE",1.079515672E2,1685966053.891,"2023-06-05 13:54:13.891 UTC+02:00"
