"event","experiment time","system time","system time text"
"START",0.000000000E0,1686820640.043,"2023-06-15 11:17:20.043 UTC+02:00"
"PAUSE",5.834842659E1,1686820698.391,"2023-06-15 11:18:18.391 UTC+02:00"
